feature,window,n_games,n_nonnull,pct_nonnull,n_measured,pct_measured,n_default_zero,status
bullpen_pitches_diff,baseline,270,270,100.0,270,100.0,0,OK
team_barrel_diff,baseline,270,270,100.0,270,100.0,0,OK
team_hardhit_diff,baseline,270,270,100.0,270,100.0,0,OK
team_exitvelo_diff,baseline,270,270,100.0,270,100.0,0,OK
travel_fatigue_diff,baseline,270,270,100.0,270,100.0,0,OK
closer_availability_diff,baseline,270,270,100.0,270,100.0,0,OK
dome_is_neutral,baseline,270,270,100.0,270,100.0,0,OK
park_factor_slug_diff,baseline,270,270,100.0,270,100.0,0,OK
wind_advantage_flyball_factor,baseline,270,264,97.8,209,77.4,55,LOW_COVERAGE
air_density_velocity_boost,baseline,270,264,97.8,264,97.8,0,OK
home_elo,baseline,270,270,100.0,270,100.0,0,OK
away_elo,baseline,270,270,100.0,270,100.0,0,OK
home_win_pct,baseline,270,270,100.0,270,100.0,0,OK
away_win_pct,baseline,270,270,100.0,270,100.0,0,OK
sp_era_home,baseline,270,267,98.9,267,98.9,0,OK
sp_era_away,baseline,270,267,98.9,267,98.9,0,OK
sp_k9_home,baseline,270,267,98.9,267,98.9,0,OK
sp_k9_away,baseline,270,267,98.9,267,98.9,0,OK
sp_xwoba_home,baseline,270,267,98.9,267,98.9,0,OK
sp_xwoba_away,baseline,270,268,99.3,268,99.3,0,OK
lineup_woba_mean_home,baseline,270,270,100.0,270,100.0,0,OK
lineup_woba_mean_away,baseline,270,270,100.0,270,100.0,0,OK
lineup_woba_top3_home,baseline,270,270,100.0,270,100.0,0,OK
lineup_woba_top3_away,baseline,270,270,100.0,270,100.0,0,OK
woba_30g_home,baseline,270,270,100.0,270,100.0,0,OK
woba_30g_away,baseline,270,270,100.0,270,100.0,0,OK
bullpen_whip_10g_home,baseline,270,268,99.3,268,99.3,0,OK
bullpen_whip_10g_away,baseline,270,269,99.6,269,99.6,0,OK
bullpen_whip_3g_home,baseline,270,268,99.3,268,99.3,0,OK
bullpen_whip_3g_away,baseline,270,269,99.6,269,99.6,0,OK
team_barrel_15g_home,baseline,270,270,100.0,270,100.0,0,OK
team_barrel_15g_away,baseline,270,270,100.0,270,100.0,0,OK
team_exitvelo_15g_home,baseline,270,270,100.0,270,100.0,0,OK
team_exitvelo_15g_away,baseline,270,270,100.0,270,100.0,0,OK
sp_proj_era_home,baseline,270,267,98.9,267,98.9,0,OK
sp_proj_era_away,baseline,270,268,99.3,268,99.3,0,OK
