feature,current_mean,baseline_mean,psi,psi_adjusted,noise_floor,mean_shift,shift_se,location_shift,status,weight_pct,n_baseline,n_current
is_home,1.0,1.0,0.0,0.0,0.0625,0.0,0.0,False,OK,,288,96
win_pct_diff,-0.0036,-0.0003,0.146471,0.083971,0.0625,-0.0033,0.012736,False,OK,,288,96
elo_diff,-5.4115,0.7063,0.157139,0.094639,0.0625,-6.117794,14.059848,False,OK,,288,96
rest_days_diff,0.0,-0.0069,0.007761,0.0,0.0625,0.006944,0.054258,False,OK,,288,96
sp_era_diff,0.3653,0.1096,0.121613,0.05823,0.063383,0.255627,0.388438,False,OK,,281,95
sp_era_5g_diff,0.3885,-0.0368,0.027138,0.0,0.062832,0.425304,0.507733,False,OK,,282,96
sp_k9_diff,-0.0749,0.0081,0.058042,0.0,0.063383,-0.082992,0.452798,False,OK,,281,95
sp_k9_5g_diff,0.0734,-0.0678,0.231212,0.16838,0.062832,0.141155,0.601904,False,OK,,282,96
sp_fbvelo_diff,-0.4775,0.1052,0.069531,0.006642,0.062889,-0.582694,0.518275,False,OK,,281,96
sp_fbpct_diff,-0.009,-0.0087,0.129068,0.066236,0.062832,-0.000297,0.026212,False,OK,,282,96
sp_whiff_diff,0.0038,0.0007,0.117072,0.05424,0.062832,0.00311,0.007711,False,OK,,282,96
sp_xwoba_diff,-0.0023,0.0018,0.088987,0.026155,0.062832,-0.004055,0.011486,False,OK,,282,96
sp_xwoba_vs_l_diff,0.0125,-0.0018,0.085999,0.022616,0.063383,0.014205,0.013593,False,OK,,281,95
lineup_woba_mean_diff,-0.0007,-0.0013,0.06298,0.00048,0.0625,0.000643,0.002603,False,OK,,288,96
lineup_woba_top3_diff,0.0017,-0.0004,0.269575,0.207075,0.0625,0.002112,0.004194,False,OK,,288,96
lineup_woba_std_diff,-0.0001,-0.001,0.068967,0.006467,0.0625,0.000865,0.00184,False,OK,,288,96
woba_30g_diff,-0.0016,-0.0012,0.170369,0.107869,0.0625,-0.000409,0.004469,False,OK,,288,96
bullpen_whip_diff,-0.0117,0.01,0.101582,0.038862,0.06272,-0.021661,0.064256,False,OK,,284,96
bullpen_whip_3g_diff,0.0211,-0.0322,0.248676,0.185956,0.06272,0.053312,0.118656,False,OK,,284,96
bullpen_pitches_diff,-9.6667,17.5382,0.180689,0.118189,0.0625,-27.204861,12.154959,True,WARN,,288,96
team_barrel_diff,-0.0035,0.0014,0.185245,0.122745,0.0625,-0.004864,0.002184,True,WARN,,288,96
team_hardhit_diff,-0.0118,0.0028,0.248288,0.185788,0.0625,-0.014546,0.009141,False,OK,,288,96
team_exitvelo_diff,-0.1788,0.1004,0.273733,0.211233,0.0625,-0.279236,0.316688,False,OK,,288,96
travel_fatigue_diff,-0.0625,-0.1319,0.001262,0.0,0.0625,0.069444,0.111734,False,OK,,288,96
closer_availability_diff,0.0208,-0.0104,0.007279,0.0,0.0625,0.03125,0.053453,False,OK,,288,96
dome_is_neutral,0.3125,0.3021,0.0,0.0,0.0625,0.010417,0.081575,False,OK,,288,96
park_factor_slug_diff,-0.0001,-0.0,0.065217,0.002717,0.0625,-5.7e-05,0.000109,False,OK,,288,96
wind_advantage_flyball_factor,0.0089,0.0065,0.105234,0.041851,0.063383,0.002397,0.066184,False,OK,,281,95
air_density_velocity_boost,0.0649,0.0089,0.137633,0.074744,0.062889,0.055998,0.047428,False,OK,,281,96
home_elo,1497.3666,1500.0824,0.204462,0.141962,0.0625,-2.715809,9.720545,False,OK,,288,96
away_elo,1502.7781,1499.3761,0.181752,0.119252,0.0625,3.401985,10.06982,False,OK,,288,96
home_win_pct,0.4985,0.4997,0.242092,0.179592,0.0625,-0.001128,0.011082,False,OK,,288,96
away_win_pct,0.5028,0.5,0.306252,0.243752,0.0625,0.002851,0.011009,False,OK,,288,96
sp_era_home,4.3972,4.0506,0.043744,0.0,0.062776,0.346664,0.314871,False,OK,,283,96
sp_era_away,4.0312,3.9589,0.097686,0.034583,0.063103,0.072383,0.215161,False,OK,,286,95
sp_k9_home,8.5289,8.6762,0.129595,0.066819,0.062776,-0.147306,0.325948,False,OK,,283,96
sp_k9_away,8.5867,8.6449,0.055319,0.0,0.063103,-0.058223,0.325728,False,OK,,286,95
sp_xwoba_home,0.313,0.3091,0.056349,0.0,0.06272,0.003945,0.008133,False,OK,,284,96
sp_xwoba_away,0.3153,0.3076,0.093101,0.030492,0.062609,0.007751,0.008179,False,OK,,286,96
lineup_woba_mean_home,0.3441,0.3429,0.204624,0.142124,0.0625,0.001179,0.001963,False,OK,,288,96
lineup_woba_mean_away,0.3447,0.3442,0.089913,0.027413,0.0625,0.000536,0.001835,False,OK,,288,96
lineup_woba_top3_home,0.3561,0.3524,0.103168,0.040668,0.0625,0.003684,0.002881,False,OK,,288,96
lineup_woba_top3_away,0.3543,0.3528,0.153288,0.090788,0.0625,0.001572,0.003142,False,OK,,288,96
woba_30g_home,0.2997,0.2996,0.102442,0.039942,0.0625,0.000175,0.002968,False,OK,,288,96
woba_30g_away,0.3013,0.3007,0.226077,0.163577,0.0625,0.000584,0.003079,False,OK,,288,96
bullpen_whip_10g_home,1.3406,1.3354,0.131298,0.068744,0.062554,0.005228,0.040467,False,OK,,287,96
bullpen_whip_10g_away,1.3523,1.3221,0.096416,0.033752,0.062664,0.030259,0.043847,False,OK,,285,96
bullpen_whip_3g_home,1.4053,1.3164,0.185538,0.122984,0.062554,0.08881,0.072528,False,OK,,287,96
bullpen_whip_3g_away,1.3841,1.3459,0.097408,0.034744,0.062664,0.038196,0.087326,False,OK,,285,96
team_barrel_15g_home,0.0217,0.023,0.210586,0.148086,0.0625,-0.001319,0.001571,False,OK,,288,96
team_barrel_15g_away,0.0251,0.0216,0.335991,0.273491,0.0625,0.003545,0.001441,True,ALERT,,288,96
team_exitvelo_15g_home,87.5439,87.8817,0.297414,0.234914,0.0625,-0.337816,0.216353,False,OK,,288,96
team_exitvelo_15g_away,87.7227,87.7813,0.186237,0.123737,0.0625,-0.05858,0.221592,False,OK,,288,96
sp_proj_era_home,-0.0511,0.0307,0.053651,0.0,0.06272,-0.081712,0.094583,False,OK,,284,96
sp_proj_era_away,-0.0475,0.0238,0.145833,0.083224,0.062609,-0.071369,0.093456,False,OK,,286,96
