game_pk,game_date,home_expected_runs,away_expected_runs,home_score,away_score
744867,2024-04-25,3.9088,4.9242,1,2
745027,2024-04-25,4.1146,4.1008,3,4
745512,2024-04-25,3.7486,4.1952,5,7
745755,2024-04-25,4.779,4.2775,1,3
745918,2024-04-25,4.6638,4.1422,6,3
746320,2024-04-25,4.4815,3.9394,2,1
746564,2024-04-25,3.7175,3.9955,10,9
746646,2024-04-25,4.1912,4.4266,6,4
746724,2024-04-25,3.7364,4.3796,0,5
746887,2024-04-25,4.9839,3.9302,3,1
744949,2024-04-26,4.3219,5.1636,2,12
745025,2024-04-26,3.9747,4.4259,2,1
745269,2024-04-26,4.3121,4.2736,6,1
745347,2024-04-26,4.2262,4.2828,3,0
745424,2024-04-26,4.5309,4.2303,3,9
745835,2024-04-26,4.2612,4.7841,2,4
746000,2024-04-26,4.3341,4.4344,7,6
746078,2024-04-26,3.3826,4.626,1,3
746243,2024-04-26,4.4422,4.2312,3,5
746482,2024-04-26,4.0011,4.8582,0,8
746808,2024-04-26,3.6731,4.2429,9,4
746972,2024-04-26,4.5152,4.3504,1,7
747050,2024-04-26,4.7121,3.9508,2,3
747129,2024-04-26,5.0671,4.7572,6,2
744946,2024-04-27,4.0102,4.3143,2,4
745020,2024-04-27,3.9987,4.8509,4,8
745266,2024-04-27,4.5439,4.3127,3,1
745350,2024-04-27,3.9601,3.7795,3,4
745425,2024-04-27,4.3311,4.1445,1,5
745833,2024-04-27,4.4662,4.4472,4,7
745998,2024-04-27,4.5111,4.9079,3,15
746075,2024-04-27,3.6292,4.2561,4,11
746245,2024-04-27,4.2655,3.8921,5,16
746484,2024-04-27,4.3096,4.1798,6,5
746560,2024-04-27,4.4074,4.232,4,12
746803,2024-04-27,3.7328,4.1014,8,7
746971,2024-04-27,4.407,4.7025,17,0
747052,2024-04-27,4.7046,4.0863,7,0
747131,2024-04-27,4.387,4.7505,2,4
744947,2024-04-28,3.5564,4.5647,3,1
745022,2024-04-28,4.049,4.7703,4,3
745265,2024-04-28,4.4167,4.1679,2,3
745349,2024-04-28,3.6278,3.7494,3,2
745428,2024-04-28,3.7301,4.83,6,8
745834,2024-04-28,4.1622,4.3608,4,2
746001,2024-04-28,4.352,4.2696,5,15
746077,2024-04-28,3.9052,4.5147,9,12
746237,2024-04-28,3.9061,3.7422,5,11
746483,2024-04-28,4.0738,4.5156,4,1
746561,2024-04-28,3.9855,4.0815,2,8
746805,2024-04-28,3.6824,4.2753,4,2
746967,2024-04-28,4.2081,4.5172,5,4
747045,2024-04-28,4.8027,3.9858,6,7
747125,2024-04-28,4.4262,4.5208,4,3
744945,2024-04-29,3.3584,4.98,6,5
745263,2024-04-29,4.0536,4.7779,2,1
745427,2024-04-29,3.7773,3.8817,2,5
745672,2024-04-29,4.0179,4.2705,5,1
745832,2024-04-29,4.3661,5.1307,1,3
745999,2024-04-29,4.3548,4.1545,0,1
746074,2024-04-29,3.4328,3.7198,2,7
746236,2024-04-29,4.2837,4.5718,6,5
746804,2024-04-29,3.5086,4.304,2,3
747046,2024-04-29,4.7453,4.7234,2,0
747211,2024-04-29,4.1872,4.9712,4,8
744942,2024-04-30,4.1496,4.389,1,4
745018,2024-04-30,4.0893,4.8866,7,1
745260,2024-04-30,4.2905,5.2549,3,2
745426,2024-04-30,3.8261,3.9382,6,4
