game_id,game_date,start_time_utc,home_team,away_team,home_record,away_record,home_win_prob_model,away_win_prob_model,edge_home,edge_away,sp_name_home,sp_name_away,sp_era_home,sp_k9_home,sp_era_away,sp_k9_away,venue,model_pick,home_win,home_score,away_score,total_runs,game_state,game_status_detail
20260912_COL@DET,2026-09-12,2026-09-12 13:10:00-04:00,DET,COL,68-79,55-92,0.5916,0.4084,0.0,0.0,Andrew Sears,Tanner Gordon,6.0,6.0,5.14786,7.5642023,Comerica Park,DET,,0,0,,pre,Scheduled
20260912_NYM@NYY,2026-09-12,2026-09-12 13:35:00-04:00,NYY,NYM,85-62,68-79,0.6071,0.3929,0.0,0.0,Gerrit Cole,Zac Thornton,2.97,9.9,3.2586207,6.9827585,Yankee Stadium,NYY,,0,0,,pre,Scheduled
20260912_PIT@CHC,2026-09-12,2026-09-12 14:20:00-04:00,CHC,PIT,82-66,74-74,0.5845,0.4155,0.0,0.0,Clay Holmes,Paul Skenes,1.9531915,7.238298,3.8835616,11.034246,Wrigley Field,CHC,,0,0,,pre,Scheduled
20260912_BAL@TOR,2026-09-12,2026-09-12 15:07:00-04:00,TOR,BAL,73-75,72-76,0.5609,0.43910000000000005,0.0,0.0,Spencer Miles,Kyle Bradish,3.7754238,8.809322,4.414692,8.765403,Rogers Centre,TOR,,0,0,,pre,Scheduled
20260912_LAA@WSH,2026-09-12,2026-09-12 16:05:00-04:00,WSH,LAA,68-81,56-91,0.5272,0.4728,0.0,0.0,Andrew Alvarez,Walbert Ureña,2.6264591,9.03502,2.8820224,9.101124,Nationals Park,WSH,,0,0,,pre,Scheduled
20260912_SD@SF,2026-09-12,2026-09-12 16:05:00-04:00,SF,SD,62-86,79-68,0.4582,0.5418000000000001,0.0,0.0,Cesar Perdomo,Michael King,2.25,9.0,2.7177243,8.330416,Oracle Park,SD,,0,0,,pre,Scheduled
20260912_KC@BOS,2026-09-12,2026-09-12 16:10:00-04:00,BOS,KC,80-68,66-82,0.5267,0.47330000000000005,0.0,0.0,Ranger Suarez,Randy Dobnak,3.6713881,9.101983,2.5796177,6.878981,Fenway Park,BOS,,0,0,,pre,Scheduled
20260912_LAD@MIA,2026-09-12,2026-09-12 16:10:00-04:00,MIA,LAD,72-76,90-57,0.4258,0.5742,0.0,0.0,Tyler Phillips,Tyler Glasnow,3.942857,7.714286,2.8421052,11.013158,loanDepot park,LAD,,0,0,,pre,Scheduled
20260912_CLE@MIN,2026-09-12,2026-09-12 16:10:00-04:00,MIN,CLE,69-78,75-73,0.4796,0.5204,0.0,0.0,Connor Prielipp,Daniel Espino,6.2150946,10.290566,,,Target Field,CLE,,0,0,,pre,Scheduled
20260912_HOU@TB,2026-09-12,2026-09-12 18:10:00-04:00,TB,HOU,88-59,75-73,0.5552,0.4448,0.0,0.0,Ian Seymour,Peter Lambert,3.961078,11.155688,3.3046875,9.2109375,Tropicana Field,TB,,0,0,,pre,Scheduled
20260912_CIN@MIL,2026-09-12,2026-09-12 19:10:00-04:00,MIL,CIN,92-56,69-78,0.6044,0.39559999999999995,0.0,0.0,TBD,Brady Singer,,,5.265,7.8975,American Family Field,MIL,,0,0,,pre,Scheduled
20260912_PHI@ATL,2026-09-12,2026-09-12 19:15:00-04:00,ATL,PHI,87-61,82-66,0.5408,0.45920000000000005,0.0,0.0,Tyler Mahle,TBD,3.5951087,8.877717,,,Truist Park,ATL,,0,0,,pre,Scheduled
20260912_CHW@STL,2026-09-12,2026-09-12 19:15:00-04:00,STL,CWS,73-75,75-72,0.5551,0.44489999999999996,0.0,0.0,Kyle Leahy,Sean Newcomb,2.830645,8.564516,3.2727273,8.727273,Busch Stadium,STL,,0,0,,pre,Scheduled
20260912_TEX@ARI,2026-09-12,2026-09-12 20:10:00-04:00,AZ,TEX,79-69,72-76,0.6383,0.3617,0.0,0.0,Brandon Pfaadt,Kumar Rocker,2.9347825,6.121118,4.3405995,8.60763,Chase Field,AZ,,0,0,,pre,Scheduled
20260912_SEA@ATH,2026-09-12,2026-09-12 21:40:00-04:00,ATH,SEA,60-88,69-79,0.5081,0.4919,0.0,0.0,Gage Jump,Bryan Woo,3.8283582,9.973881,4.3732395,9.443662,Sutter Health Park,ATH,,0,0,,pre,Scheduled
