game_pk,game_date,home_expected_runs,away_expected_runs,home_score,away_score
744867,2024-04-25,4.059,4.5725,1,2
745027,2024-04-25,3.857,4.0594,3,4
745512,2024-04-25,3.5089,4.2208,5,7
745755,2024-04-25,4.2152,4.1213,1,3
745918,2024-04-25,4.4541,4.0059,6,3
746320,2024-04-25,4.8169,3.9906,2,1
746564,2024-04-25,3.6786,4.3061,10,9
746646,2024-04-25,4.0837,4.4707,6,4
746724,2024-04-25,3.8914,4.403,0,5
746887,2024-04-25,5.2391,3.9876,3,1
744949,2024-04-26,4.2895,4.9821,2,12
745025,2024-04-26,3.8847,4.335,2,1
745269,2024-04-26,4.1098,4.4935,6,1
745347,2024-04-26,4.0408,4.5254,3,0
745424,2024-04-26,4.0823,4.5869,3,9
745835,2024-04-26,3.8019,4.5457,2,4
746000,2024-04-26,4.0429,4.3247,7,6
746078,2024-04-26,3.465,4.6311,1,3
746243,2024-04-26,4.5989,4.1001,3,5
746482,2024-04-26,4.0694,4.9362,0,8
746808,2024-04-26,3.5981,4.2914,9,4
746972,2024-04-26,4.71,4.2379,1,7
747050,2024-04-26,4.5962,4.0342,2,3
747129,2024-04-26,4.6648,4.8238,6,2
744946,2024-04-27,4.2125,4.1199,2,4
745020,2024-04-27,3.8616,4.5336,4,8
745266,2024-04-27,4.3375,4.3979,3,1
745350,2024-04-27,3.9321,4.2088,3,4
745425,2024-04-27,3.9757,4.1637,1,5
745833,2024-04-27,4.1565,4.5423,4,7
745998,2024-04-27,4.2748,4.7342,3,15
746075,2024-04-27,3.8047,4.0974,4,11
746245,2024-04-27,4.453,4.2916,5,16
746484,2024-04-27,4.1072,4.3765,6,5
746560,2024-04-27,4.7074,4.1534,4,12
746803,2024-04-27,3.6642,4.0518,8,7
746971,2024-04-27,4.5389,4.7182,17,0
747052,2024-04-27,4.8044,4.1327,7,0
747131,2024-04-27,4.316,4.8733,2,4
744947,2024-04-28,3.6915,4.4985,3,1
745022,2024-04-28,3.8849,4.2367,4,3
745265,2024-04-28,3.958,4.3027,2,3
745349,2024-04-28,3.3576,3.9451,3,2
745428,2024-04-28,3.7225,4.576,6,8
745834,2024-04-28,4.2012,4.2316,4,2
746001,2024-04-28,3.9024,4.0637,5,15
746077,2024-04-28,3.9033,4.2774,9,12
746237,2024-04-28,4.0446,3.8137,5,11
746483,2024-04-28,3.6619,4.4155,4,1
746561,2024-04-28,4.2828,3.9795,2,8
746805,2024-04-28,3.6646,4.2371,4,2
746967,2024-04-28,4.2364,4.3222,5,4
747045,2024-04-28,4.8078,4.0917,6,7
747125,2024-04-28,4.4078,4.6368,4,3
744945,2024-04-29,3.3391,4.9266,6,5
745263,2024-04-29,4.118,4.8061,2,1
745427,2024-04-29,3.6471,4.1422,2,5
745672,2024-04-29,4.144,4.7584,5,1
745832,2024-04-29,4.4383,5.0591,1,3
745999,2024-04-29,3.7129,4.0614,0,1
746074,2024-04-29,3.6653,3.5026,2,7
746236,2024-04-29,4.0219,4.1142,6,5
746804,2024-04-29,4.0743,4.1496,2,3
747046,2024-04-29,4.5444,4.8013,2,0
747211,2024-04-29,4.3561,4.8509,4,8
744942,2024-04-30,4.0829,4.5757,1,4
745018,2024-04-30,4.0122,4.8012,7,1
745260,2024-04-30,4.2211,4.7399,3,2
745426,2024-04-30,3.7284,4.1768,6,4
745673,2024-04-30,3.9477,4.7699,5,2
745831,2024-04-30,4.4351,4.8627,4,2
745997,2024-04-30,3.9086,4.0788,8,2
746073,2024-04-30,4.3671,3.5839,7,6
746239,2024-04-30,4.2296,4.2023,5,7
746398,2024-04-30,4.0735,4.4613,10,9
746477,2024-04-30,4.1636,4.2953,1,2
746481,2024-04-30,3.8911,4.0863,11,6
746806,2024-04-30,3.8064,4.471,5,6
746968,2024-04-30,4.3951,4.8799,4,0
747047,2024-04-30,4.3231,4.6213,4,2
747210,2024-04-30,4.4025,4.5127,4,3
744939,2024-05-01,3.9549,4.6217,1,6
745023,2024-05-01,4.1854,4.6943,0,1
745261,2024-05-01,4.2332,4.7391,2,5
745423,2024-05-01,3.6842,4.0689,6,2
745670,2024-05-01,3.981,4.2948,4,0
745829,2024-05-01,4.237,4.5592,0,1
745996,2024-05-01,4.0358,4.2173,7,1
746072,2024-05-01,4.2838,3.7864,4,1
746238,2024-05-01,3.7613,4.4221,1,2
746399,2024-05-01,4.1573,4.5003,2,3
746478,2024-05-01,3.7193,3.711,4,1
746800,2024-05-01,3.9733,4.4467,5,10
746966,2024-05-01,4.3638,4.8969,6,2
747048,2024-05-01,4.4501,4.6476,0,2
747207,2024-05-01,4.3874,4.4541,0,8
745021,2024-05-02,3.9953,4.0781,6,0
745830,2024-05-02,4.363,3.6465,7,6
746070,2024-05-02,4.6632,4.4203,5,4
746403,2024-05-02,4.5957,4.7615,8,2
746969,2024-05-02,4.8131,3.9094,1,3
747044,2024-05-02,3.8519,4.5595,7,2
744868,2024-05-03,3.8112,3.9203,9,3
745101,2024-05-03,4.1621,5.0321,10,8
745187,2024-05-03,4.523,3.9947,3,0
745510,2024-05-03,4.4795,3.5561,2,3
745589,2024-05-03,4.7666,3.7498,4,3
745665,2024-05-03,4.1316,3.9203,3,1
745756,2024-05-03,3.5215,3.7593,2,1
745914,2024-05-03,3.8495,5.2222,5,2
746152,2024-05-03,4.1704,4.492,4,3
746318,2024-05-03,4.959,3.987,7,1
746402,2024-05-03,4.1139,4.4229,5,3
746645,2024-05-03,4.3576,4.0235,0,6
746721,2024-05-03,4.7068,4.6771,0,3
746890,2024-05-03,3.9949,4.4383,1,3
747208,2024-05-03,4.1677,4.5379,1,7
744862,2024-05-04,3.9183,3.7255,3,6
745100,2024-05-04,3.7207,5.2962,3,1
745183,2024-05-04,4.214,3.763,5,6
745511,2024-05-04,4.9033,4.016,1,0
745583,2024-05-04,4.9767,3.873,14,3
745666,2024-05-04,4.2887,3.9722,20,4
745750,2024-05-04,3.5578,3.9824,5,3
745911,2024-05-04,3.466,4.6342,3,1
746155,2024-05-04,4.0139,4.7277,11,2
746311,2024-05-04,5.4307,3.8365,4,15
