rank,team,team_name,elo,wins,losses,record,pct,run_diff,l10,home_pct,away_pct
1,LAD,LAD,1572.0,297,198,297-198,0.6,0,5-5,0.634,0.566
2,MIL,MIL,1553.0,280,195,280-195,0.589,0,6-4,0.62,0.558
3,NYY,NYY,1550.3,278,206,278-206,0.574,0,6-4,0.57,0.579
4,PHI,PHI,1547.9,272,199,272-199,0.577,0,8-2,0.632,0.523
5,SD,SD,1532.2,261,213,261-213,0.551,0,3-7,0.6,0.502
6,CHC,CHC,1531.2,257,214,257-214,0.546,0,4-6,0.582,0.509
7,CLE,CLE,1524.1,255,219,255-219,0.538,0,8-2,0.552,0.523
8,BOS,BOS,1518.4,246,220,246-220,0.528,0,5-5,0.526,0.53
9,ATL,ATL,1517.8,247,218,247-218,0.531,0,7-3,0.568,0.494
10,HOU,HOU,1517.2,245,219,245-219,0.528,0,5-5,0.538,0.517
11,AZ,AZ,1516.4,242,222,242-222,0.522,0,5-5,0.545,0.498
12,SEA,SEA,1514.2,246,229,246-229,0.518,0,4-6,0.593,0.444
13,TOR,TOR,1512.2,246,235,246-235,0.511,0,5-5,0.553,0.468
14,TB,TB,1511.0,240,222,240-222,0.519,0,7-3,0.558,0.48
15,DET,DET,1509.4,244,233,244-233,0.512,0,2-8,0.532,0.492
16,BAL,BAL,1505.9,235,230,235-230,0.505,0,7-3,0.504,0.506
17,NYM,NYM,1504.4,241,235,241-235,0.506,0,4-6,0.546,0.466
18,STL,STL,1498.2,230,233,230-233,0.497,0,3-7,0.521,0.472
19,KC,KC,1496.1,233,236,233-236,0.497,0,7-3,0.537,0.458
20,TEX,TEX,1493.7,228,235,228-235,0.492,0,5-5,0.568,0.419
21,CIN,CIN,1493.7,227,239,227-239,0.487,0,5-5,0.506,0.468
22,SF,SF,1482.9,218,245,218-245,0.471,0,5-5,0.506,0.435
23,PIT,PIT,1482.8,215,248,215-248,0.464,0,5-5,0.515,0.415
24,MIN,MIN,1479.0,219,244,219-244,0.473,0,4-6,0.511,0.435
25,MIA,MIA,1471.8,211,252,211-252,0.456,0,5-5,0.476,0.435
26,ATH,ATH,1465.2,198,265,198-265,0.428,0,4-6,0.429,0.427
27,WSH,WSH,1464.0,204,261,204-261,0.439,0,6-4,0.44,0.437
28,LAA,LAA,1440.8,188,275,188-275,0.406,0,2-8,0.43,0.382
29,CWS,CWS,1411.1,174,288,174-288,0.377,0,6-4,0.422,0.332
30,COL,COL,1403.4,157,306,157-306,0.339,0,3-7,0.393,0.286
