feature,current_mean,baseline_mean,psi,psi_adjusted,noise_floor,mean_shift,shift_se,location_shift,status,weight_pct,n_baseline,n_current
is_home,1.0,1.0,0.0,0.0,0.065934,0.0,0.0,False,OK,0.0,273,91
win_pct_diff,0.0096,-0.0012,0.177791,0.111857,0.065934,0.010822,0.012886,False,OK,2.203,273,91
elo_diff,10.7448,-0.7754,0.160772,0.094838,0.065934,11.520209,14.23935,False,OK,1.039,273,91
rest_days_diff,0.022,-0.0073,0.010701,0.0,0.065934,0.029304,0.058782,False,OK,0.006,273,91
sp_era_diff,-0.3336,0.1474,0.103087,0.03617,0.066917,-0.481058,0.375695,False,OK,2.235,266,90
sp_era_5g_diff,-0.0709,0.0623,0.04798,0.0,0.066242,-0.133173,0.530887,False,OK,2.357,268,91
sp_fbvelo_diff,0.3115,-0.1718,0.089021,0.022717,0.066304,0.483251,0.519523,False,OK,2.509,267,91
lineup_woba_mean_diff,0.0032,-0.0005,0.20187,0.135936,0.065934,0.003743,0.002562,False,OK,1.705,273,91
lineup_woba_top3_diff,0.0028,-0.0004,0.124668,0.058734,0.065934,0.003251,0.004451,False,OK,1.615,273,91
lineup_woba_std_diff,0.0011,0.0003,0.096047,0.030113,0.065934,0.000861,0.001941,False,OK,1.956,273,91
woba_30g_diff,0.0006,0.0,0.0914,0.025466,0.065934,0.000532,0.00454,False,OK,1.805,273,91
bullpen_whip_diff,-0.052,0.0072,0.107404,0.040237,0.067167,-0.059164,0.059461,False,OK,2.493,271,89
bullpen_whip_3g_diff,-0.0797,0.0231,0.227238,0.160071,0.067167,-0.102742,0.119084,False,OK,1.786,271,89
bullpen_pitches_diff,-1.7473,12.7216,0.135721,0.069787,0.065934,-14.468864,13.092684,False,OK,1.951,273,91
team_barrel_diff,-0.0008,0.0008,0.207375,0.141441,0.065934,-0.001541,0.002352,False,OK,1.73,273,91
team_hardhit_diff,0.0064,0.002,0.220832,0.154898,0.065934,0.00434,0.009413,False,OK,1.705,273,91
team_exitvelo_diff,0.1713,0.0901,0.082187,0.016253,0.065934,0.081211,0.318247,False,OK,1.064,273,91
lineup_handedness_matchup_advantage,0.0138,0.0045,0.117686,0.051752,0.065934,0.009303,0.017432,False,OK,1.802,273,91
travel_fatigue_diff,-0.2967,-0.1099,0.1086,0.042666,0.065934,-0.186813,0.114394,False,OK,0.015,273,91
closer_availability_diff,-0.011,-0.011,0.022218,0.0,0.065934,0.0,0.055609,False,OK,0.006,273,91
dome_is_neutral,0.2527,0.3077,0.0,0.0,0.065934,-0.054945,0.082832,False,OK,0.018,273,91
park_factor_slug_diff,0.0,-0.0001,0.098519,0.032585,0.065934,7.9e-05,0.000125,False,OK,0.198,273,91
wind_advantage_flyball_factor,-0.0062,0.0194,0.095454,0.028537,0.066917,-0.025605,0.063693,False,OK,1.597,266,90
air_density_velocity_boost,0.0204,0.0362,0.049896,0.0,0.066304,-0.015814,0.046519,False,OK,2.78,267,91
bullpen_meltdown_risk,1.3673,4.4542,0.115566,0.048399,0.067167,-3.086976,4.100532,False,OK,2.274,271,89
pitcher_regression_indicator,-0.6649,-1.2175,0.083037,0.016733,0.066304,0.552649,1.83645,False,OK,1.673,267,91
lineup_depth_multiplier,0.0002,0.0002,0.069117,0.003183,0.065934,-2e-06,6.8e-05,False,OK,1.393,273,91
ace_efficiency_factor,0.0536,0.0843,0.106369,0.040127,0.066242,-0.030677,0.028676,False,OK,1.621,268,91
home_elo,1506.1465,1499.5367,0.108244,0.04231,0.065934,6.609776,9.848764,False,OK,2.056,273,91
away_elo,1495.4017,1500.3121,0.057529,0.0,0.065934,-4.910433,10.463892,False,OK,1.597,273,91
home_win_pct,0.5067,0.4995,0.103069,0.037135,0.065934,0.007161,0.01131,False,OK,2.379,273,91
away_win_pct,0.495,0.5009,0.181343,0.115409,0.065934,-0.005857,0.011221,False,OK,2.312,273,91
sp_era_home,3.8417,4.1324,0.167028,0.100849,0.066179,-0.290705,0.297426,False,OK,1.944,269,91
sp_era_away,4.1798,3.9981,0.079941,0.013274,0.066667,0.181691,0.214669,False,OK,1.092,270,90
sp_k9_home,8.9163,8.579,0.141644,0.075465,0.066179,0.337378,0.325351,False,OK,1.901,269,91
sp_k9_away,8.6441,8.6324,0.152541,0.085874,0.066667,0.011698,0.337884,False,OK,1.86,270,90
sp_xwoba_home,0.3073,0.3095,0.25476,0.188643,0.066117,-0.002141,0.007889,False,OK,1.706,270,91
sp_xwoba_away,0.3157,0.3085,0.18016,0.114104,0.066056,0.007177,0.007965,False,OK,1.974,271,91
lineup_woba_mean_home,0.3453,0.3434,0.130507,0.064573,0.065934,0.001964,0.001957,False,OK,1.633,273,91
lineup_woba_mean_away,0.3421,0.3439,0.173783,0.107849,0.065934,-0.001779,0.001915,False,OK,2.139,273,91
lineup_woba_top3_home,0.3577,0.3524,0.207773,0.141839,0.065934,0.005257,0.00299,False,OK,0.22,273,91
lineup_woba_top3_away,0.3548,0.3528,0.048561,0.0,0.065934,0.002006,0.003256,False,OK,0.416,273,91
woba_30g_home,0.3014,0.3,0.294692,0.228758,0.065934,0.001453,0.002854,False,OK,1.693,273,91
woba_30g_away,0.3008,0.2999,0.142962,0.077028,0.065934,0.000922,0.003156,False,OK,1.445,273,91
bullpen_whip_10g_home,1.3196,1.3287,0.099901,0.033357,0.066544,-0.009126,0.041779,False,OK,2.371,272,90
bullpen_whip_10g_away,1.3716,1.3202,0.172343,0.105799,0.066544,0.051467,0.039491,False,OK,0.193,272,90
bullpen_whip_3g_home,1.2424,1.3528,0.200366,0.133822,0.066544,-0.110437,0.071691,False,OK,1.724,272,90
bullpen_whip_3g_away,1.3176,1.3302,0.080872,0.014328,0.066544,-0.012571,0.088688,False,OK,1.187,272,90
team_barrel_15g_home,0.0234,0.0233,0.173945,0.108011,0.065934,0.000154,0.001595,False,OK,1.766,273,91
team_barrel_15g_away,0.0242,0.0225,0.434345,0.368411,0.065934,0.001695,0.001535,False,OK,1.219,273,91
team_exitvelo_15g_home,87.784,87.8365,0.434695,0.368761,0.065934,-0.052473,0.213196,False,OK,2.058,273,91
team_exitvelo_15g_away,87.6127,87.7464,0.132173,0.066239,0.065934,-0.133684,0.214484,False,OK,1.873,273,91
run_margin_diff,0.2025,0.0262,0.287576,0.221642,0.065934,0.176262,0.078244,True,WARN,6.359,273,91
exp2_centered_k_diff,0.025,0.0116,0.19899,0.132073,0.066917,0.013337,0.064765,False,OK,1.814,266,90
exp2_cat_k_fastball_diff,-0.0,-0.0001,0.188672,0.121755,0.066917,5e-05,0.000135,False,OK,1.341,266,90
exp2_cat_k_breaking_diff,0.0001,0.0,0.100305,0.025099,0.075206,5e-05,0.000163,False,OK,3.735,229,81
exp2_cat_k_offspeed_diff,-0.0,0.0,0.171188,0.070192,0.100996,-2.7e-05,0.000133,False,OK,1.403,182,59
exp2_cat_xwoba_fastball_diff,-0.0001,-0.0,0.199485,0.132568,0.066917,-6.6e-05,6.6e-05,False,OK,1.268,266,90
exp2_cat_xwoba_breaking_diff,-0.0,-0.0,0.392962,0.317756,0.075206,-2.9e-05,4.3e-05,False,OK,0.484,229,81
exp2_cat_xwoba_offspeed_diff,0.0,0.0,0.07259,0.0,0.100996,1.3e-05,5e-05,False,OK,1.614,182,59
exp2_cat_platoon_k_fastball_diff,-0.0,-0.0,0.115638,0.048657,0.066981,2e-05,0.000167,False,OK,1.69,265,90
