feature,current_mean,baseline_mean,psi,psi_adjusted,noise_floor,mean_shift,shift_se,location_shift,status,weight_pct,n_baseline,n_current
is_home,1.0,1.0,0.0,0.0,0.0625,0.0,0.0,False,OK,0.0,288,96
win_pct_diff,-0.0012,-0.0016,0.166404,0.103904,0.0625,0.000423,0.012515,False,OK,1.985,288,96
elo_diff,3.9889,-0.6357,0.069279,0.006779,0.0625,4.624573,14.005566,False,OK,2.595,288,96
rest_days_diff,-0.0417,0.0,0.012527,0.0,0.0625,-0.041667,0.055633,False,OK,0.004,288,96
sp_era_diff,-0.0758,0.1944,0.087516,0.023629,0.063887,-0.27023,0.365772,False,OK,1.889,281,94
sp_era_5g_diff,-0.0611,0.1123,0.08727,0.024438,0.062832,-0.173429,0.513821,False,OK,2.57,282,96
sp_fbvelo_diff,0.2354,-0.1163,0.050675,0.0,0.062889,0.351735,0.515148,False,OK,2.318,281,96
lineup_woba_mean_diff,0.0021,-0.0012,0.218626,0.156126,0.0625,0.003275,0.002497,False,OK,1.455,288,96
lineup_woba_top3_diff,0.0021,0.0,0.184415,0.121915,0.0625,0.002109,0.004295,False,OK,1.491,288,96
lineup_woba_std_diff,0.0023,-0.0005,0.174281,0.111781,0.0625,0.002797,0.001884,False,OK,1.947,288,96
woba_30g_diff,-0.0011,-0.0004,0.088568,0.026068,0.0625,-0.000695,0.004393,False,OK,1.836,288,96
bullpen_whip_diff,-0.0682,0.0184,0.13521,0.071493,0.063717,-0.086573,0.061089,False,OK,2.386,284,94
bullpen_whip_3g_diff,-0.0507,-0.0076,0.118784,0.055067,0.063717,-0.043146,0.116381,False,OK,2.096,284,94
bullpen_pitches_diff,-12.3958,16.4132,0.172673,0.110173,0.0625,-28.809028,12.229832,True,WARN,2.495,288,96
team_barrel_diff,-0.0032,0.0011,0.302376,0.239876,0.0625,-0.004285,0.002236,False,OK,1.827,288,96
team_hardhit_diff,-0.0008,0.0007,0.261515,0.199015,0.0625,-0.001515,0.009291,False,OK,2.325,288,96
team_exitvelo_diff,0.0662,0.0287,0.136998,0.074498,0.0625,0.037525,0.316003,False,OK,0.366,288,96
lineup_handedness_matchup_advantage,0.0142,0.0001,0.077683,0.015183,0.0625,0.014104,0.0169,False,OK,1.969,288,96
travel_fatigue_diff,-0.1146,-0.1389,0.005156,0.0,0.0625,0.024306,0.113035,False,OK,0.034,288,96
closer_availability_diff,-0.0208,-0.0104,0.03344,0.0,0.0625,-0.010417,0.053453,False,OK,0.01,288,96
