feature,window,n_games,n_nonnull,pct_nonnull,n_measured,pct_measured,n_default_zero,status
is_home,current,94,94,100.0,94,100.0,0,OK
win_pct_diff,current,94,94,100.0,94,100.0,0,OK
elo_diff,current,94,94,100.0,94,100.0,0,OK
rest_days_diff,current,94,94,100.0,94,100.0,0,OK
sp_era_diff,current,94,92,97.9,92,97.9,0,OK
sp_era_5g_diff,current,94,92,97.9,92,97.9,0,OK
sp_k9_diff,current,94,92,97.9,92,97.9,0,OK
sp_k9_5g_diff,current,94,92,97.9,92,97.9,0,OK
sp_fbvelo_diff,current,94,92,97.9,92,97.9,0,OK
sp_fbpct_diff,current,94,92,97.9,92,97.9,0,OK
sp_whiff_diff,current,94,92,97.9,92,97.9,0,OK
sp_xwoba_diff,current,94,92,97.9,92,97.9,0,OK
sp_xwoba_vs_l_diff,current,94,92,97.9,92,97.9,0,OK
lineup_woba_mean_diff,current,94,94,100.0,94,100.0,0,OK
lineup_woba_top3_diff,current,94,94,100.0,94,100.0,0,OK
lineup_woba_std_diff,current,94,94,100.0,94,100.0,0,OK
woba_30g_diff,current,94,94,100.0,94,100.0,0,OK
bullpen_whip_diff,current,94,93,98.9,93,98.9,0,OK
bullpen_whip_3g_diff,current,94,93,98.9,93,98.9,0,OK
bullpen_pitches_diff,current,94,94,100.0,94,100.0,0,OK
team_barrel_diff,current,94,94,100.0,94,100.0,0,OK
team_hardhit_diff,current,94,94,100.0,94,100.0,0,OK
team_exitvelo_diff,current,94,94,100.0,94,100.0,0,OK
travel_fatigue_diff,current,94,94,100.0,94,100.0,0,OK
closer_availability_diff,current,94,94,100.0,94,100.0,0,OK
dome_is_neutral,current,94,94,100.0,94,100.0,0,OK
park_factor_slug_diff,current,94,94,100.0,94,100.0,0,OK
wind_advantage_flyball_factor,current,94,92,97.9,78,83.0,14,OK
air_density_velocity_boost,current,94,92,97.9,92,97.9,0,OK
home_elo,current,94,94,100.0,94,100.0,0,OK
away_elo,current,94,94,100.0,94,100.0,0,OK
home_win_pct,current,94,94,100.0,94,100.0,0,OK
away_win_pct,current,94,94,100.0,94,100.0,0,OK
sp_era_home,current,94,93,98.9,93,98.9,0,OK
sp_era_away,current,94,93,98.9,93,98.9,0,OK
sp_k9_home,current,94,93,98.9,93,98.9,0,OK
sp_k9_away,current,94,93,98.9,93,98.9,0,OK
sp_xwoba_home,current,94,93,98.9,93,98.9,0,OK
sp_xwoba_away,current,94,93,98.9,93,98.9,0,OK
lineup_woba_mean_home,current,94,94,100.0,94,100.0,0,OK
lineup_woba_mean_away,current,94,94,100.0,94,100.0,0,OK
lineup_woba_top3_home,current,94,94,100.0,94,100.0,0,OK
lineup_woba_top3_away,current,94,94,100.0,94,100.0,0,OK
woba_30g_home,current,94,94,100.0,94,100.0,0,OK
woba_30g_away,current,94,94,100.0,94,100.0,0,OK
bullpen_whip_10g_home,current,94,93,98.9,93,98.9,0,OK
bullpen_whip_10g_away,current,94,94,100.0,94,100.0,0,OK
bullpen_whip_3g_home,current,94,93,98.9,93,98.9,0,OK
bullpen_whip_3g_away,current,94,94,100.0,94,100.0,0,OK
team_barrel_15g_home,current,94,94,100.0,94,100.0,0,OK
team_barrel_15g_away,current,94,94,100.0,94,100.0,0,OK
team_exitvelo_15g_home,current,94,94,100.0,94,100.0,0,OK
team_exitvelo_15g_away,current,94,94,100.0,94,100.0,0,OK
is_home,baseline,282,282,100.0,282,100.0,0,OK
win_pct_diff,baseline,282,282,100.0,282,100.0,0,OK
elo_diff,baseline,282,282,100.0,282,100.0,0,OK
rest_days_diff,baseline,282,282,100.0,282,100.0,0,OK
sp_era_diff,baseline,282,274,97.2,274,97.2,0,OK
sp_era_5g_diff,baseline,282,278,98.6,278,98.6,0,OK
sp_k9_diff,baseline,282,274,97.2,274,97.2,0,OK
sp_k9_5g_diff,baseline,282,278,98.6,278,98.6,0,OK
sp_fbvelo_diff,baseline,282,277,98.2,277,98.2,0,OK
sp_fbpct_diff,baseline,282,278,98.6,278,98.6,0,OK
sp_whiff_diff,baseline,282,278,98.6,278,98.6,0,OK
sp_xwoba_diff,baseline,282,278,98.6,278,98.6,0,OK
sp_xwoba_vs_l_diff,baseline,282,274,97.2,274,97.2,0,OK
lineup_woba_mean_diff,baseline,282,282,100.0,282,100.0,0,OK
lineup_woba_top3_diff,baseline,282,282,100.0,282,100.0,0,OK
lineup_woba_std_diff,baseline,282,282,100.0,282,100.0,0,OK
woba_30g_diff,baseline,282,282,100.0,282,100.0,0,OK
bullpen_whip_diff,baseline,282,277,98.2,277,98.2,0,OK
bullpen_whip_3g_diff,baseline,282,277,98.2,277,98.2,0,OK
bullpen_pitches_diff,baseline,282,282,100.0,282,100.0,0,OK
team_barrel_diff,baseline,282,282,100.0,282,100.0,0,OK
team_hardhit_diff,baseline,282,282,100.0,282,100.0,0,OK
team_exitvelo_diff,baseline,282,282,100.0,282,100.0,0,OK
travel_fatigue_diff,baseline,282,282,100.0,282,100.0,0,OK
closer_availability_diff,baseline,282,282,100.0,282,100.0,0,OK
dome_is_neutral,baseline,282,282,100.0,282,100.0,0,OK
park_factor_slug_diff,baseline,282,282,100.0,282,100.0,0,OK
wind_advantage_flyball_factor,baseline,282,274,97.2,219,77.7,55,LOW_COVERAGE
air_density_velocity_boost,baseline,282,277,98.2,277,98.2,0,OK
home_elo,baseline,282,282,100.0,282,100.0,0,OK
away_elo,baseline,282,282,100.0,282,100.0,0,OK
home_win_pct,baseline,282,282,100.0,282,100.0,0,OK
away_win_pct,baseline,282,282,100.0,282,100.0,0,OK
sp_era_home,baseline,282,276,97.9,276,97.9,0,OK
sp_era_away,baseline,282,280,99.3,280,99.3,0,OK
sp_k9_home,baseline,282,276,97.9,276,97.9,0,OK
sp_k9_away,baseline,282,280,99.3,280,99.3,0,OK
sp_xwoba_home,baseline,282,279,98.9,279,98.9,0,OK
sp_xwoba_away,baseline,282,281,99.6,281,99.6,0,OK
lineup_woba_mean_home,baseline,282,282,100.0,282,100.0,0,OK
lineup_woba_mean_away,baseline,282,282,100.0,282,100.0,0,OK
lineup_woba_top3_home,baseline,282,282,100.0,282,100.0,0,OK
lineup_woba_top3_away,baseline,282,282,100.0,282,100.0,0,OK
woba_30g_home,baseline,282,282,100.0,282,100.0,0,OK
woba_30g_away,baseline,282,282,100.0,282,100.0,0,OK
bullpen_whip_10g_home,baseline,282,281,99.6,281,99.6,0,OK
bullpen_whip_10g_away,baseline,282,278,98.6,278,98.6,0,OK
bullpen_whip_3g_home,baseline,282,281,99.6,281,99.6,0,OK
bullpen_whip_3g_away,baseline,282,278,98.6,278,98.6,0,OK
team_barrel_15g_home,baseline,282,282,100.0,282,100.0,0,OK
team_barrel_15g_away,baseline,282,282,100.0,282,100.0,0,OK
team_exitvelo_15g_home,baseline,282,282,100.0,282,100.0,0,OK
team_exitvelo_15g_away,baseline,282,282,100.0,282,100.0,0,OK
