feature,current_mean,baseline_mean,psi,psi_adjusted,noise_floor,mean_shift,shift_se,location_shift,status,weight_pct,n_baseline,n_current
is_home,1.0,1.0,0.0,0.0,0.065934,0.0,0.0,False,OK,0.0,273,91
win_pct_diff,0.0148,-0.0014,0.123947,0.058013,0.065934,0.016205,0.012974,False,OK,3.053,273,91
elo_diff,11.8131,0.2893,0.181827,0.115893,0.065934,11.523848,14.203067,False,OK,2.929,273,91
rest_days_diff,0.022,-0.0073,0.010701,0.0,0.065934,0.029304,0.058782,False,OK,0.007,273,91
sp_era_diff,-0.3302,0.1174,0.095297,0.02838,0.066917,-0.447632,0.373739,False,OK,1.913,266,90
sp_era_5g_diff,-0.2325,0.101,0.050768,0.0,0.066242,-0.333577,0.53082,False,OK,2.321,268,91
sp_fbvelo_diff,0.1295,-0.2278,0.080971,0.014667,0.066304,0.357279,0.522915,False,OK,1.883,267,91
lineup_woba_mean_diff,0.0031,-0.0002,0.225941,0.160007,0.065934,0.003227,0.002554,False,OK,1.491,273,91
lineup_woba_top3_diff,0.0042,-0.0002,0.144261,0.078327,0.065934,0.004398,0.004444,False,OK,2.247,273,91
lineup_woba_std_diff,0.0003,0.0003,0.048963,0.0,0.065934,-4.4e-05,0.001943,False,OK,1.508,273,91
woba_30g_diff,0.0026,0.0003,0.193497,0.127563,0.065934,0.00225,0.004534,False,OK,1.58,273,91
bullpen_whip_diff,-0.032,-0.0016,0.079557,0.01239,0.067167,-0.030336,0.059641,False,OK,1.707,271,89
bullpen_whip_3g_diff,-0.1173,0.0263,0.212893,0.145726,0.067167,-0.143639,0.118391,False,OK,1.996,271,89
bullpen_pitches_diff,-5.4176,11.5531,0.094835,0.028901,0.065934,-16.970696,13.187362,False,OK,1.8,273,91
team_barrel_diff,0.0001,0.0007,0.134295,0.068361,0.065934,-0.000629,0.002342,False,OK,0.402,273,91
team_hardhit_diff,0.0072,0.0025,0.136624,0.07069,0.065934,0.004647,0.009224,False,OK,1.183,273,91
team_exitvelo_diff,0.1868,0.0892,0.049249,0.0,0.065934,0.09756,0.309175,False,OK,1.711,273,91
lineup_handedness_matchup_advantage,0.0153,0.0057,0.147495,0.081561,0.065934,0.009529,0.017331,False,OK,2.384,273,91
travel_fatigue_diff,-0.2418,-0.1136,0.037014,0.0,0.065934,-0.128205,0.115372,False,OK,0.035,273,91
closer_availability_diff,-0.033,-0.0037,0.022218,0.0,0.065934,-0.029304,0.055561,False,OK,0.008,273,91
dome_is_neutral,0.2747,0.3077,0.004711,0.0,0.065934,-0.032967,0.08335,False,OK,0.026,273,91
park_factor_slug_diff,-0.0,-0.0,0.087442,0.021508,0.065934,3.9e-05,0.000115,False,OK,1.816,273,91
wind_advantage_flyball_factor,0.0249,0.0098,0.066828,0.0,0.066917,0.015141,0.063936,False,OK,1.341,266,90
air_density_velocity_boost,0.0201,0.0434,0.067376,0.001072,0.066304,-0.02326,0.046052,False,OK,1.975,267,91
bullpen_meltdown_risk,1.8147,4.3223,0.13227,0.065103,0.067167,-2.507581,4.101746,False,OK,2.411,271,89
pitcher_regression_indicator,-1.411,-1.0861,0.081387,0.015083,0.066304,-0.324909,1.837782,False,OK,1.356,267,91
lineup_depth_multiplier,0.0002,0.0002,0.214777,0.148843,0.065934,8e-06,6.6e-05,False,OK,1.38,273,91
ace_efficiency_factor,0.053,0.084,0.150774,0.084532,0.066242,-0.030949,0.02854,False,OK,1.491,268,91
home_elo,1506.6827,1499.5234,0.220676,0.154742,0.065934,7.159389,9.874279,False,OK,2.122,273,91
away_elo,1494.8696,1499.2341,0.06158,0.0,0.065934,-4.364459,10.480872,False,OK,2.417,273,91
home_win_pct,0.5097,0.4987,0.152804,0.08687,0.065934,0.011037,0.011268,False,OK,2.533,273,91
away_win_pct,0.4919,0.5004,0.123114,0.05718,0.065934,-0.008469,0.011282,False,OK,2.17,273,91
sp_era_home,3.7594,4.1313,0.19634,0.130161,0.066179,-0.371961,0.296636,False,OK,2.342,269,91
sp_era_away,4.0931,4.0266,0.059535,0.0,0.066667,0.066534,0.214103,False,OK,0.395,270,90
sp_k9_home,8.9236,8.5409,0.071229,0.00505,0.066179,0.382722,0.322178,False,OK,2.11,269,91
sp_k9_away,8.7941,8.6223,0.069193,0.002526,0.066667,0.171821,0.343739,False,OK,2.203,270,90
sp_xwoba_home,0.3059,0.3109,0.221516,0.155399,0.066117,-0.005047,0.007713,False,OK,1.77,270,91
sp_xwoba_away,0.3137,0.3091,0.186818,0.120762,0.066056,0.004535,0.008066,False,OK,2.317,271,91
lineup_woba_mean_home,0.3454,0.3435,0.129234,0.0633,0.065934,0.001891,0.001955,False,OK,1.527,273,91
lineup_woba_mean_away,0.3423,0.3437,0.24935,0.183416,0.065934,-0.001336,0.001895,False,OK,1.496,273,91
lineup_woba_top3_home,0.3585,0.3523,0.225733,0.159799,0.065934,0.006133,0.002945,True,WARN,1.218,273,91
lineup_woba_top3_away,0.3542,0.3525,0.043482,0.0,0.065934,0.001735,0.003231,False,OK,1.995,273,91
woba_30g_home,0.3024,0.3,0.291161,0.225227,0.065934,0.002464,0.00288,False,OK,1.478,273,91
woba_30g_away,0.2999,0.2997,0.132703,0.066769,0.065934,0.000214,0.003107,False,OK,1.745,273,91
