feature,current_mean,baseline_mean,psi,psi_adjusted,noise_floor,mean_shift,shift_se,location_shift,status,weight_pct,n_baseline,n_current
is_home,1.0,1.0,0.0,0.0,0.078,0.0,0.0,False,OK,,250,75
win_pct_diff,0.0063,-0.0023,0.255347,0.177347,0.078,0.008602,0.014454,False,OK,,250,75
elo_diff,0.0606,-3.2966,0.165053,0.087053,0.078,3.357223,16.386182,False,OK,,250,75
rest_days_diff,0.0533,-0.016,0.035337,0.0,0.078,0.069333,0.057856,False,OK,,250,75
sp_era_diff,-0.1175,0.0977,0.187666,0.109373,0.078293,-0.21514,0.412124,False,OK,,246,75
sp_era_5g_diff,-0.228,0.0307,0.135347,0.057202,0.078145,-0.258655,0.597259,False,OK,,248,75
sp_k9_diff,-0.2022,-0.013,0.20303,0.124737,0.078293,-0.189189,0.48241,False,OK,,246,75
sp_k9_5g_diff,0.018,-0.113,0.113066,0.034921,0.078145,0.131031,0.630209,False,OK,,248,75
sp_fbvelo_diff,-0.6781,-0.0931,0.089886,0.011741,0.078145,-0.584975,0.570291,False,OK,,248,75
sp_fbpct_diff,-0.0322,-0.004,0.162126,0.083981,0.078145,-0.028168,0.030441,False,OK,,248,75
sp_whiff_diff,0.0087,0.0036,0.22058,0.142435,0.078145,0.005107,0.008223,False,OK,,248,75
sp_xwoba_diff,0.0058,-0.0005,0.104155,0.02601,0.078145,0.006301,0.011955,False,OK,,248,75
sp_xwoba_vs_l_diff,0.0107,-0.0048,0.115343,0.03705,0.078293,0.015421,0.015199,False,OK,,246,75
lineup_woba_mean_diff,0.0,-0.0005,0.155278,0.077278,0.078,0.000551,0.002784,False,OK,,250,75
lineup_woba_top3_diff,0.0031,-0.0014,0.215509,0.137509,0.078,0.004406,0.004824,False,OK,,250,75
lineup_woba_std_diff,-0.0026,0.0003,0.179905,0.101905,0.078,-0.002935,0.002116,False,OK,,250,75
woba_30g_diff,0.0037,-0.0016,0.124156,0.046156,0.078,0.005268,0.004875,False,OK,,250,75
bullpen_whip_diff,0.0097,-0.0155,0.263089,0.18487,0.078219,0.025211,0.066273,False,OK,,247,75
bullpen_whip_3g_diff,-0.1502,0.025,0.126213,0.047994,0.078219,-0.175215,0.124829,False,OK,,247,75
bullpen_pitches_diff,-12.6,7.86,0.107306,0.029306,0.078,-20.46,14.38745,False,OK,,250,75
team_barrel_diff,0.0007,-0.0005,0.259116,0.181116,0.078,0.001141,0.002396,False,OK,,250,75
team_hardhit_diff,-0.0029,0.0017,0.096853,0.018853,0.078,-0.004546,0.010104,False,OK,,250,75
team_exitvelo_diff,0.011,0.1496,0.258717,0.180717,0.078,-0.138664,0.339635,False,OK,,250,75
travel_fatigue_diff,-0.04,-0.148,0.025626,0.0,0.078,0.108,0.129272,False,OK,,250,75
closer_availability_diff,-0.0133,-0.008,0.003518,0.0,0.078,-0.005333,0.06498,False,OK,,250,75
closer_available_home,0.9333,0.936,0.0,0.0,0.078,-0.002667,0.0487,False,OK,,250,75
closer_available_away,0.9467,0.944,0.0,0.0,0.078,0.002667,0.04531,False,OK,,250,75
dome_is_neutral,0.3733,0.276,0.0,0.0,0.078,0.097333,0.09028,False,OK,,250,75
park_factor_slug_diff,-0.0001,-0.0,0.191403,0.113403,0.078,-2.7e-05,0.000157,False,OK,,250,75
wind_advantage_flyball_factor,-0.0123,0.0221,0.10669,0.028397,0.078293,-0.034337,0.073008,False,OK,,246,75
air_density_velocity_boost,0.055,0.0372,0.090962,0.012817,0.078145,0.017799,0.04563,False,OK,,248,75
home_elo,1499.6097,1498.2736,0.276002,0.198002,0.078,1.336097,11.180923,False,OK,,250,75
away_elo,1499.5491,1501.5702,0.109379,0.031379,0.078,-2.021126,11.33094,False,OK,,250,75
home_win_pct,0.5042,0.4983,0.267939,0.189939,0.078,0.005899,0.012382,False,OK,,250,75
away_win_pct,0.4965,0.5011,0.085607,0.007607,0.078,-0.004599,0.012299,False,OK,,250,75
sp_era_home,3.8607,4.1303,0.102191,0.024119,0.078072,-0.269548,0.333609,False,OK,,249,75
sp_era_away,3.9782,4.0426,0.04384,0.0,0.078219,-0.064384,0.231168,False,OK,,247,75
sp_k9_home,8.844,8.5785,0.08672,0.008648,0.078072,0.265493,0.347839,False,OK,,249,75
sp_k9_away,9.0462,8.5805,0.147113,0.068894,0.078219,0.465648,0.374988,False,OK,,247,75
sp_xwoba_home,0.3101,0.311,0.308437,0.230365,0.078072,-0.00092,0.008184,False,OK,,249,75
sp_xwoba_away,0.3043,0.3114,0.080286,0.002214,0.078072,-0.007146,0.008527,False,OK,,249,75
lineup_woba_mean_home,0.3448,0.3435,0.324761,0.246761,0.078,0.00128,0.002111,False,OK,,250,75
lineup_woba_mean_away,0.3448,0.344,0.353295,0.275295,0.078,0.000729,0.001927,False,OK,,250,75
lineup_woba_top3_home,0.3598,0.3536,0.169977,0.091977,0.078,0.00614,0.003412,False,OK,,250,75
lineup_woba_top3_away,0.3567,0.355,0.149044,0.071044,0.078,0.001733,0.003266,False,OK,,250,75
woba_30g_home,0.3039,0.2995,0.387954,0.309954,0.078,0.004436,0.003149,False,OK,,250,75
woba_30g_away,0.3002,0.3011,0.287533,0.209533,0.078,-0.000832,0.003196,False,OK,,250,75
bullpen_whip_10g_home,1.3439,1.321,0.226235,0.14809,0.078145,0.022902,0.047554,False,OK,,248,75
bullpen_whip_10g_away,1.3342,1.336,0.552546,0.474474,0.078072,-0.001792,0.044224,False,OK,,249,75
bullpen_whip_3g_home,1.3378,1.3549,0.062479,0.0,0.078145,-0.017109,0.077051,False,OK,,248,75
bullpen_whip_3g_away,1.488,1.329,0.260577,0.182505,0.078072,0.158997,0.095215,False,OK,,249,75
team_barrel_15g_home,0.0248,0.0231,0.202648,0.124648,0.078,0.001723,0.001618,False,OK,,250,75
team_barrel_15g_away,0.0241,0.0236,0.308263,0.230263,0.078,0.000583,0.001624,False,OK,,250,75
team_exitvelo_15g_home,87.7905,87.7991,0.443811,0.365811,0.078,-0.008599,0.227531,False,OK,,250,75
team_exitvelo_15g_away,87.7795,87.6494,0.190546,0.112546,0.078,0.130065,0.21637,False,OK,,250,75
sp_proj_era_home,0.0861,-0.0257,0.058186,0.0,0.078072,0.111836,0.097749,False,OK,,249,75
sp_proj_era_away,0.0827,-0.0309,0.13806,0.059988,0.078072,0.113597,0.101718,False,OK,,249,75
