rank,team,team_name,elo,wins,losses,record,pct,run_diff,l10,home_pct,away_pct
1,LAD,LAD,1571.1,305,201,305-201,0.603,0,8-2,0.642,0.563
2,MIL,MIL,1553.6,287,199,287-199,0.591,0,6-4,0.625,0.555
3,NYY,NYY,1550.6,285,209,285-209,0.577,0,7-3,0.577,0.577
4,PHI,PHI,1548.9,276,206,276-206,0.573,0,4-6,0.627,0.519
5,SD,SD,1532.2,269,214,269-214,0.557,0,8-2,0.606,0.508
6,CHC,CHC,1531.1,262,220,262-220,0.544,0,5-5,0.583,0.504
7,CLE,CLE,1523.3,261,225,261-225,0.537,0,6-4,0.551,0.523
8,BOS,BOS,1519.8,253,224,253-224,0.53,0,7-3,0.523,0.537
9,ATL,ATL,1518.6,253,223,253-223,0.532,0,5-5,0.567,0.496
10,HOU,HOU,1517.2,250,225,250-225,0.526,0,4-6,0.54,0.513
11,AZ,AZ,1516.8,248,226,248-226,0.523,0,6-4,0.544,0.502
12,SEA,SEA,1512.9,251,235,251-235,0.516,0,4-6,0.588,0.444
13,TOR,TOR,1512.7,253,239,253-239,0.514,0,6-4,0.555,0.473
14,TB,TB,1511.8,247,226,247-226,0.522,0,7-3,0.561,0.483
15,DET,DET,1508.0,251,237,251-237,0.514,0,6-4,0.539,0.49
16,BAL,BAL,1505.8,238,238,238-238,0.5,0,3-7,0.498,0.502
17,NYM,NYM,1504.7,248,238,248-238,0.51,0,7-3,0.548,0.473
18,STL,STL,1497.7,235,239,235-239,0.496,0,4-6,0.523,0.468
19,KC,KC,1496.0,237,243,237-243,0.494,0,4-6,0.531,0.456
20,CIN,CIN,1493.5,230,245,230-245,0.484,0,4-6,0.508,0.46
21,TEX,TEX,1493.1,233,241,233-241,0.492,0,5-5,0.564,0.421
22,PIT,PIT,1482.9,222,252,222-252,0.468,0,7-3,0.517,0.421
23,SF,SF,1482.0,223,251,223-251,0.47,0,4-6,0.506,0.435
24,MIN,MIN,1478.5,222,251,222-251,0.469,0,3-7,0.506,0.432
25,MIA,MIA,1471.9,215,259,215-259,0.454,0,3-7,0.471,0.436
26,ATH,ATH,1464.0,206,268,206-268,0.435,0,7-3,0.435,0.435
27,WSH,WSH,1463.4,207,268,207-268,0.436,0,3-7,0.445,0.426
28,LAA,LAA,1440.6,191,282,191-282,0.404,0,3-7,0.428,0.38
29,CWS,CWS,1413.8,177,296,177-296,0.374,0,3-7,0.419,0.329
30,COL,COL,1403.2,159,314,159-314,0.336,0,2-8,0.395,0.279
