feature,current_mean,baseline_mean,psi,psi_adjusted,noise_floor,mean_shift,shift_se,location_shift,status,weight_pct,n_baseline,n_current
is_home,1.0,1.0,0.0,0.0,0.072878,0.0,0.0,False,OK,0.0,250,82
win_pct_diff,-0.0031,-0.0014,0.194243,0.121365,0.072878,-0.001663,0.013897,False,OK,2.164,250,82
elo_diff,-15.4001,1.7739,0.142211,0.069333,0.072878,-17.174037,15.140562,False,OK,2.506,250,82
rest_days_diff,0.0244,-0.008,0.040272,0.0,0.072878,0.03239,0.05554,False,OK,0.007,250,82
sp_era_diff,0.4041,0.1834,0.120799,0.046106,0.074693,0.220684,0.429518,False,OK,2.097,244,80
sp_era_5g_diff,0.3733,-0.0408,0.040089,0.0,0.073923,0.414111,0.563562,False,OK,2.369,245,81
sp_k9_diff,-0.4082,-0.0108,0.085709,0.011016,0.074693,-0.397363,0.490537,False,OK,2.222,244,80
sp_k9_5g_diff,-0.0428,-0.0647,0.115946,0.042023,0.073923,0.021879,0.648369,False,OK,1.969,245,81
sp_fbvelo_diff,-0.9302,0.0727,0.189786,0.115788,0.073998,-1.002861,0.548631,False,OK,1.963,244,81
sp_fbpct_diff,-0.0113,-0.0108,0.141259,0.067336,0.073923,-0.000494,0.028155,False,OK,2.021,245,81
sp_whiff_diff,0.0002,0.0016,0.150803,0.07688,0.073923,-0.001375,0.008175,False,OK,2.117,245,81
sp_xwoba_diff,0.0038,0.0031,0.135289,0.061366,0.073923,0.000642,0.012169,False,OK,2.392,245,81
sp_xwoba_vs_l_diff,0.015,0.0001,0.142138,0.067445,0.074693,0.014852,0.014763,False,OK,2.179,244,80
lineup_woba_mean_diff,-0.0029,-0.0011,0.120429,0.047551,0.072878,-0.001807,0.002768,False,OK,1.455,250,82
lineup_woba_top3_diff,0.0001,-0.0001,0.324949,0.252071,0.072878,0.000169,0.004484,False,OK,1.68,250,82
lineup_woba_std_diff,-0.0017,-0.0007,0.156044,0.083166,0.072878,-0.000996,0.001938,False,OK,1.879,250,82
woba_30g_diff,-0.0032,-0.0008,0.174284,0.101406,0.072878,-0.002372,0.00484,False,OK,1.434,250,82
bullpen_whip_diff,0.0463,0.0143,0.172558,0.099387,0.073171,0.031916,0.067869,False,OK,2.183,246,82
bullpen_whip_3g_diff,0.0716,-0.0384,0.175798,0.102627,0.073171,0.109982,0.129442,False,OK,1.955,246,82
bullpen_pitches_diff,2.5366,16.848,0.109546,0.036668,0.072878,-14.311415,13.106749,False,OK,1.797,250,82
team_barrel_diff,-0.0006,0.001,0.052853,0.0,0.072878,-0.001628,0.002397,False,OK,1.684,250,82
team_hardhit_diff,-0.0093,0.0022,0.26575,0.192872,0.072878,-0.011477,0.010011,False,OK,1.754,250,82
team_exitvelo_diff,-0.0925,0.0692,0.278674,0.205796,0.072878,-0.161692,0.348909,False,OK,1.523,250,82
lineup_handedness_matchup_advantage,-0.0017,0.0027,0.151336,0.078458,0.072878,-0.004484,0.01899,False,OK,2.155,250,82
travel_fatigue_diff,-0.0854,-0.132,0.001693,0.0,0.072878,0.046634,0.118443,False,OK,0.03,250,82
closer_availability_diff,0.0122,-0.016,0.014305,0.0,0.072878,0.028195,0.054525,False,OK,0.007,250,82
dome_is_neutral,0.3171,0.3,0.0,0.0,0.072878,0.017073,0.088078,False,OK,0.021,250,82
park_factor_slug_diff,-0.0001,-0.0,0.131559,0.058681,0.072878,-9.2e-05,0.000118,False,OK,1.834,250,82
wind_advantage_flyball_factor,0.0285,0.0014,0.210809,0.136116,0.074693,0.027071,0.073265,False,OK,1.629,244,80
air_density_velocity_boost,0.0939,0.011,0.155572,0.081574,0.073998,0.082812,0.051782,False,OK,2.634,244,81
bullpen_meltdown_risk,5.5092,4.1897,0.148156,0.074985,0.073171,1.319513,4.292196,False,OK,1.811,246,82
pitcher_regression_indicator,-1.9568,-0.5283,0.125048,0.05105,0.073998,-1.428597,1.927434,False,OK,1.732,244,81
lineup_depth_multiplier,0.0001,0.0002,0.388125,0.315247,0.072878,-8e-05,7.8e-05,False,OK,2.048,250,82
ace_efficiency_factor,0.0897,0.0852,0.319374,0.245451,0.073923,0.004489,0.033059,False,OK,0.258,245,81
home_elo,1493.3,1500.4503,0.06954,0.0,0.072878,-7.15025,10.79572,False,OK,2.188,250,82
away_elo,1508.7001,1498.6763,0.171466,0.098588,0.072878,10.023787,10.662526,False,OK,1.88,250,82
home_win_pct,0.4995,0.4989,0.221487,0.148609,0.072878,0.00054,0.012325,False,OK,1.706,250,82
away_win_pct,0.5032,0.5007,0.279941,0.207063,0.072878,0.00254,0.01162,False,OK,2.258,250,82
sp_era_home,4.4023,4.0985,0.030142,0.0,0.073848,0.303808,0.359376,False,OK,1.737,246,81
