feature,window,n_games,n_nonnull,pct_nonnull,n_measured,pct_measured,n_default_zero,status
is_home,current,97,97,100.0,97,100.0,0,OK
win_pct_diff,current,97,97,100.0,97,100.0,0,OK
elo_diff,current,97,97,100.0,97,100.0,0,OK
rest_days_diff,current,97,97,100.0,97,100.0,0,OK
sp_era_diff,current,97,95,97.9,95,97.9,0,OK
sp_era_5g_diff,current,97,96,99.0,96,99.0,0,OK
sp_k9_diff,current,97,95,97.9,95,97.9,0,OK
sp_k9_5g_diff,current,97,96,99.0,96,99.0,0,OK
sp_fbvelo_diff,current,97,96,99.0,96,99.0,0,OK
sp_fbpct_diff,current,97,96,99.0,96,99.0,0,OK
sp_whiff_diff,current,97,96,99.0,96,99.0,0,OK
sp_xwoba_diff,current,97,96,99.0,96,99.0,0,OK
sp_xwoba_vs_l_diff,current,97,95,97.9,95,97.9,0,OK
lineup_woba_mean_diff,current,97,97,100.0,97,100.0,0,OK
lineup_woba_top3_diff,current,97,97,100.0,97,100.0,0,OK
lineup_woba_std_diff,current,97,97,100.0,97,100.0,0,OK
woba_30g_diff,current,97,97,100.0,97,100.0,0,OK
bullpen_whip_diff,current,97,97,100.0,97,100.0,0,OK
bullpen_whip_3g_diff,current,97,97,100.0,97,100.0,0,OK
bullpen_pitches_diff,current,97,97,100.0,97,100.0,0,OK
team_barrel_diff,current,97,97,100.0,97,100.0,0,OK
team_hardhit_diff,current,97,97,100.0,97,100.0,0,OK
team_exitvelo_diff,current,97,97,100.0,97,100.0,0,OK
lineup_handedness_matchup_advantage,current,97,97,100.0,97,100.0,0,OK
travel_fatigue_diff,current,97,97,100.0,97,100.0,0,OK
closer_availability_diff,current,97,97,100.0,97,100.0,0,OK
dome_is_neutral,current,97,97,100.0,97,100.0,0,OK
park_factor_slug_diff,current,97,97,100.0,97,100.0,0,OK
wind_advantage_flyball_factor,current,97,95,97.9,77,79.4,18,LOW_COVERAGE
air_density_velocity_boost,current,97,96,99.0,96,99.0,0,OK
bullpen_meltdown_risk,current,97,97,100.0,97,100.0,0,OK
pitcher_regression_indicator,current,97,96,99.0,96,99.0,0,OK
lineup_depth_multiplier,current,97,97,100.0,97,100.0,0,OK
ace_efficiency_factor,current,97,96,99.0,96,99.0,0,OK
home_elo,current,97,97,100.0,97,100.0,0,OK
away_elo,current,97,97,100.0,97,100.0,0,OK
home_win_pct,current,97,97,100.0,97,100.0,0,OK
away_win_pct,current,97,97,100.0,97,100.0,0,OK
sp_era_home,current,97,96,99.0,96,99.0,0,OK
sp_era_away,current,97,96,99.0,96,99.0,0,OK
sp_k9_home,current,97,96,99.0,96,99.0,0,OK
sp_k9_away,current,97,96,99.0,96,99.0,0,OK
sp_xwoba_home,current,97,96,99.0,96,99.0,0,OK
sp_xwoba_away,current,97,97,100.0,97,100.0,0,OK
lineup_woba_mean_home,current,97,97,100.0,97,100.0,0,OK
lineup_woba_mean_away,current,97,97,100.0,97,100.0,0,OK
lineup_woba_top3_home,current,97,97,100.0,97,100.0,0,OK
lineup_woba_top3_away,current,97,97,100.0,97,100.0,0,OK
woba_30g_home,current,97,97,100.0,97,100.0,0,OK
woba_30g_away,current,97,97,100.0,97,100.0,0,OK
bullpen_whip_10g_home,current,97,97,100.0,97,100.0,0,OK
bullpen_whip_10g_away,current,97,97,100.0,97,100.0,0,OK
bullpen_whip_3g_home,current,97,97,100.0,97,100.0,0,OK
