game_id,game_date,start_time_utc,home_team,away_team,home_record,away_record,home_win_prob_model,away_win_prob_model,edge_home,edge_away,sp_name_home,sp_name_away,sp_era_home,sp_k9_home,sp_era_away,sp_k9_away,venue,model_pick,home_win,home_score,away_score,total_runs,game_state,game_status_detail
20260913_COL@DET,2026-09-13,2026-09-13 12:10:00-04:00,DET,COL,69-79,55-93,0.6414,0.35860000000000003,0.0,0.0,Jackson Jobe,Gabriel Hughes,4.367647,7.5441175,5.94,7.56,Comerica Park,DET,,0,0,,pre,Scheduled
20260913_LAA@WSH,2026-09-13,2026-09-13 13:35:00-04:00,WSH,LAA,69-81,56-92,0.5262,0.4738,0.0,0.0,Jake Irvin,Grayson Rodriguez,5.486056,9.358565,5.8026314,8.526316,Nationals Park,WSH,,0,0,,pre,Scheduled
20260913_NYM@NYY,2026-09-13,2026-09-13 13:35:00-04:00,NYY,NYM,85-63,69-79,0.5785,0.4215,0.0,0.0,Cam Schlittler,Christian Scott,2.179134,11.161417,3.5935252,10.97482,Yankee Stadium,NYY,,0,0,,pre,Scheduled
20260913_PHI@ATL,2026-09-13,2026-09-13 13:35:00-04:00,ATL,PHI,88-61,82-67,0.5025,0.49750000000000005,0.0,0.0,Grant Holmes,Andrew Painter,3.8167539,7.3507853,4.9805827,7.9514565,Truist Park,ATL,,0,0,,pre,Scheduled
20260913_BAL@TOR,2026-09-13,2026-09-13 13:37:00-04:00,TOR,BAL,74-75,72-77,0.5582,0.44179999999999997,0.0,0.0,Dylan Cease,Trevor Rogers,2.081498,13.143172,4.114286,8.485714,Rogers Centre,TOR,,0,0,,pre,Scheduled
20260913_HOU@TB,2026-09-13,2026-09-13 13:40:00-04:00,TB,HOU,89-59,75-74,0.5189,0.48109999999999997,0.0,0.0,Freddy Peralta,Hayden Wesneski,4.712264,8.915094,2.9745762,7.5508475,Tropicana Field,TB,,0,0,,pre,Scheduled
20260913_LAD@MIA,2026-09-13,2026-09-13 13:40:00-04:00,MIA,LAD,73-76,90-58,0.4538,0.5462,0.0,0.0,Eury Pérez,Emmet Sheehan,4.025707,10.064267,4.418182,10.603637,loanDepot park,LAD,,0,0,,pre,Scheduled
20260913_CIN@MIL,2026-09-13,2026-09-13 14:10:00-04:00,MIL,CIN,93-56,69-79,0.5741,0.42589999999999995,0.0,0.0,Robert Gasser,Chase Burns,4.570866,8.716536,3.1304348,11.152174,American Family Field,MIL,,0,0,,pre,Scheduled
20260913_CLE@MIN,2026-09-13,2026-09-13 14:10:00-04:00,MIN,CLE,70-78,75-74,0.4814,0.5186,0.0,0.0,Joe Ryan,Tanner Bibee,4.4634147,10.097561,3.4515464,7.3484535,Target Field,CLE,,0,0,,pre,Scheduled
20260913_CHW@STL,2026-09-13,2026-09-13 14:15:00-04:00,STL,CWS,73-76,76-72,0.5672,0.43279999999999996,0.0,0.0,Michael McGreevy,TBD,3.3906977,6.404651,,,Busch Stadium,STL,,0,0,,pre,Scheduled
20260913_PIT@CHC,2026-09-13,2026-09-13 14:20:00-04:00,CHC,PIT,83-66,74-75,0.567,0.43300000000000005,0.0,0.0,Matthew Boyd,Bubba Chandler,4.1024737,7.5371027,4.384021,8.420103,Wrigley Field,CHC,,0,0,,pre,Scheduled
20260913_KC@BOS,2026-09-13,2026-09-13 15:05:00-04:00,BOS,KC,81-68,66-83,0.5617,0.4383,0.0,0.0,Payton Tolle,Noah Cameron,3.0633245,10.472296,4.2982063,8.35426,Fenway Park,BOS,,0,0,,pre,Scheduled
20260913_SEA@ATH,2026-09-13,2026-09-13 16:05:00-04:00,ATH,SEA,60-89,70-79,0.4932,0.5067999999999999,0.0,0.0,Jacob Lopez,Bryce Miller,4.3807945,9.20861,3.7077465,9.031691,Sutter Health Park,SEA,,0,0,,pre,Scheduled
20260913_TEX@ARI,2026-09-13,2026-09-13 16:10:00-04:00,AZ,TEX,79-70,73-76,0.5668,0.43320000000000003,0.0,0.0,Eduardo Rodriguez,Cal Quantrill,2.595092,6.7361965,3.9395018,7.014235,Chase Field,AZ,,0,0,,pre,Scheduled
20260913_SD@SF,2026-09-13,2026-09-13 19:20:00-04:00,SF,SD,62-87,80-68,0.4247,0.5752999999999999,0.0,0.0,Logan Webb,Nick Pivetta,4.3125,7.4375,4.5,13.5,Oracle Park,SD,,0,0,,pre,Scheduled
