game_id,game_date,start_time_utc,home_team,away_team,home_record,away_record,home_win_prob_model,away_win_prob_model,edge_home,edge_away,sp_name_home,sp_name_away,sp_era_home,sp_k9_home,sp_era_away,sp_k9_away,venue,model_pick,home_win,home_score,away_score,total_runs,game_state,game_status_detail
20260919_DET@CHW,2026-09-19,2026-09-19 14:10:00-04:00,CWS,DET,78-76,73-81,0.4817,0.5183,0.0,0.0,Sean Burke,Jackson Jobe,3.4276168,10.042316,4.2289157,8.457831,Rate Field,DET,,0,0,,pre,Scheduled
20260919_MIL@BAL,2026-09-19,2026-09-19 16:05:00-04:00,BAL,MIL,75-79,96-58,0.5,0.5,0.0,0.0,Trevor Rogers,Robert Gasser,3.9705882,8.429864,4.432836,8.764925,Oriole Park at Camden Yards,BAL,,0,0,,pre,Scheduled
20260919_BOS@TB,2026-09-19,2026-09-19 16:10:00-04:00,TB,BOS,93-60,84-70,0.5061,0.4939,0.0,0.0,Freddy Peralta,TBD,4.581448,8.674208,,,Tropicana Field,TB,,0,0,,pre,Scheduled
20260919_PHI@NYM,2026-09-19,2026-09-19 16:10:00-04:00,NYM,PHI,70-84,85-69,0.5,0.5,0.0,0.0,Christian Scott,Andrew Painter,3.6061645,11.09589,5.1666665,8.083333,Citi Field,NYM,,0,0,,pre,Scheduled
20260919_ATH@CLE,2026-09-19,2026-09-19 18:10:00-04:00,CLE,ATH,79-75,61-93,0.6452,0.3548,0.0,0.0,Tanner Bibee,Jacob Lopez,3.531187,7.2253523,4.303125,8.775,Progressive Field,CLE,,0,0,,pre,Scheduled
20260919_CHC@CIN,2026-09-19,2026-09-19 18:40:00-04:00,CIN,CHC,72-82,85-69,0.5,0.5,0.0,0.0,Nick Lodolo,Matthew Boyd,4.6551723,7.7586207,3.9078948,7.638158,Great American Ball Park,CIN,,0,0,,pre,Scheduled
20260919_KC@PIT,2026-09-19,2026-09-19 18:40:00-04:00,PIT,KC,77-77,67-87,0.5706,0.4294,0.0,0.0,Bubba Chandler,Noah Cameron,4.32266,8.578817,4.1493506,8.474026,PNC Park,PIT,,0,0,,pre,Scheduled
20260919_TOR@TEX,2026-09-19,2026-09-19 19:05:00-04:00,TEX,TOR,77-77,76-78,0.5729,0.42710000000000004,0.0,0.0,Cal Quantrill,José Soriano,3.9732442,6.9531775,3.4331896,8.961206,Globe Life Field,TEX,,0,0,,pre,Scheduled
20260919_ATL@HOU,2026-09-19,2026-09-19 19:10:00-04:00,HOU,ATL,77-77,90-64,0.5082,0.4918,0.0,0.0,Hayden Wesneski,Grant Holmes,3.1764705,7.147059,3.645,7.425,Daikin Park,HOU,,0,0,,pre,Scheduled
20260919_WSH@STL,2026-09-19,2026-09-19 19:15:00-04:00,STL,WSH,75-79,72-82,0.5104,0.48960000000000004,0.0,0.0,Michael McGreevy,Andrew Alvarez,3.42,6.36,2.6,9.1,Busch Stadium,STL,,0,0,,pre,Scheduled
20260919_SEA@COL,2026-09-19,2026-09-19 20:10:00-04:00,COL,SEA,56-98,72-82,0.4798,0.5202,0.0,0.0,Jose Quintana,Bryce Miller,4.6153846,4.6153846,3.7525423,9.244068,Coors Field,SEA,,0,0,,pre,Scheduled
20260919_NYY@ARI,2026-09-19,2026-09-19 20:10:00-04:00,AZ,NYY,80-74,89-64,0.4353,0.5647,0.0,0.0,Brandon Pfaadt,Cam Schlittler,3.0087976,6.096774,2.1436672,11.228733,Chase Field,NYY,,0,0,,pre,Scheduled
20260919_MIA@SD,2026-09-19,2026-09-19 20:40:00-04:00,SD,MIA,85-69,76-78,0.6136,0.38639999999999997,0.0,0.0,Casey Mize,Eury Pérez,3.501441,8.325648,4.398496,10.150376,Petco Park,SD,,0,0,,pre,Scheduled
20260919_SF@LAD,2026-09-19,2026-09-19 21:10:00-04:00,LAD,SF,94-60,64-90,0.6703,0.3297,0.0,0.0,Tarik Skubal,TBD,2.6470587,10.8529415,,,Dodger Stadium,LAD,,0,0,,pre,Scheduled
20260919_MIN@LAA,2026-09-19,2026-09-19 21:38:00-04:00,LAA,MIN,59-95,72-82,0.51,0.49,0.0,0.0,Reid Detmers,Joe Ryan,3.0794296,10.503055,4.5354333,10.275591,Angel Stadium,LAA,,0,0,,pre,Scheduled
