feature,current_mean,baseline_mean,psi,psi_adjusted,noise_floor,mean_shift,shift_se,location_shift,status,weight_pct,n_baseline,n_current
is_home,1.0,1.0,0.0,0.0,0.066667,0.0,0.0,False,OK,,270,90
win_pct_diff,0.0086,-0.0003,0.180578,0.113911,0.066667,0.008844,0.013283,False,OK,,270,90
elo_diff,2.8082,0.1891,0.1443,0.077633,0.066667,2.61908,14.930909,False,OK,,270,90
rest_days_diff,0.0444,-0.0074,0.060069,0.0,0.066667,0.051852,0.057741,False,OK,,270,90
sp_era_diff,-0.2449,0.1056,0.124607,0.057626,0.066981,-0.35048,0.374394,False,OK,,265,90
sp_era_5g_diff,-0.2675,0.0121,0.12804,0.061186,0.066854,-0.279626,0.535604,False,OK,,267,90
sp_k9_diff,-0.1471,0.0006,0.141929,0.074948,0.066981,-0.147681,0.438516,False,OK,,265,90
sp_k9_5g_diff,-0.053,-0.0099,0.083932,0.017078,0.066854,-0.043085,0.591321,False,OK,,267,90
sp_fbvelo_diff,-0.4998,-0.0488,0.07366,0.006743,0.066917,-0.450961,0.529489,False,OK,,266,90
sp_fbpct_diff,-0.0171,0.0003,0.105597,0.038743,0.066854,-0.017365,0.028821,False,OK,,267,90
sp_whiff_diff,0.0074,0.0039,0.334936,0.268082,0.066854,0.003494,0.00749,False,OK,,267,90
sp_xwoba_diff,0.0008,-0.0007,0.069877,0.003023,0.066854,0.001499,0.011041,False,OK,,267,90
sp_xwoba_vs_l_diff,0.0012,-0.0021,0.036996,0.0,0.066981,0.00332,0.014245,False,OK,,265,90
lineup_woba_mean_diff,0.0006,-0.0,0.084683,0.018016,0.066667,0.00058,0.002606,False,OK,,270,90
lineup_woba_top3_diff,0.0023,-0.0002,0.118181,0.051514,0.066667,0.002496,0.004449,False,OK,,270,90
lineup_woba_std_diff,-0.0023,0.0004,0.128839,0.062172,0.066667,-0.00265,0.001931,False,OK,,270,90
woba_30g_diff,0.0032,-0.0001,0.108424,0.041757,0.066667,0.003384,0.004547,False,OK,,270,90
bullpen_whip_diff,0.0006,-0.0087,0.212657,0.145803,0.066854,0.009249,0.061278,False,OK,,267,90
bullpen_whip_3g_diff,-0.1387,0.024,0.1094,0.042546,0.066854,-0.162727,0.114903,False,OK,,267,90
bullpen_pitches_diff,-12.0222,10.7926,0.132498,0.065831,0.066667,-22.814815,13.329307,False,OK,,270,90
team_barrel_diff,0.0007,-0.0005,0.198472,0.131805,0.066667,0.001144,0.00228,False,OK,,270,90
