feature,current_mean,baseline_mean,psi,psi_adjusted,noise_floor,mean_shift,shift_se,location_shift,status,weight_pct,n_baseline,n_current
is_home,1.0,1.0,0.0,0.0,0.0625,0.0,0.0,False,OK,0.0,288,96
win_pct_diff,0.0027,-0.0013,0.281229,0.218729,0.0625,0.00403,0.012302,False,OK,2.691,288,96
elo_diff,8.4461,-0.4982,0.092735,0.030235,0.0625,8.944283,13.819267,False,OK,1.768,288,96
rest_days_diff,-0.0417,0.0,0.012527,0.0,0.0625,-0.041667,0.055633,False,OK,0.006,288,96
sp_era_diff,-0.2704,0.1657,0.073683,0.0103,0.063383,-0.436156,0.360987,False,OK,2.175,281,95
sp_era_5g_diff,-0.1227,0.0786,0.11618,0.053404,0.062776,-0.201257,0.509911,False,OK,2.981,283,96
sp_fbvelo_diff,0.4938,-0.158,0.129732,0.0669,0.062832,0.651774,0.506693,False,OK,2.435,282,96
lineup_woba_mean_diff,0.0023,-0.0012,0.283237,0.220737,0.0625,0.003503,0.002533,False,OK,1.27,288,96
lineup_woba_top3_diff,0.0026,0.0003,0.143045,0.080545,0.0625,0.002323,0.004422,False,OK,1.32,288,96
lineup_woba_std_diff,0.0026,-0.0005,0.197967,0.135467,0.0625,0.003112,0.001888,False,OK,1.507,288,96
woba_30g_diff,-0.0012,-0.0002,0.108054,0.045554,0.0625,-0.000991,0.004411,False,OK,0.448,288,96
bullpen_whip_diff,-0.0774,0.0176,0.199246,0.135584,0.063662,-0.095092,0.059506,False,OK,2.326,285,94
bullpen_whip_3g_diff,-0.0529,0.0055,0.094727,0.031065,0.063662,-0.058385,0.115446,False,OK,1.708,285,94
bullpen_pitches_diff,-11.4792,16.1736,0.20289,0.14039,0.0625,-27.652778,12.325594,True,WARN,1.34,288,96
team_barrel_diff,-0.0022,0.0008,0.361756,0.299256,0.0625,-0.003004,0.002269,False,OK,1.576,288,96
team_hardhit_diff,0.005,-0.0003,0.197109,0.134609,0.0625,0.005303,0.009336,False,OK,1.479,288,96
team_exitvelo_diff,0.1819,0.0067,0.16633,0.10383,0.0625,0.175241,0.314468,False,OK,1.433,288,96
lineup_handedness_matchup_advantage,0.0089,0.0011,0.095213,0.032713,0.0625,0.007769,0.016918,False,OK,2.072,288,96
travel_fatigue_diff,-0.1771,-0.1285,0.033647,0.0,0.0625,-0.048611,0.112328,False,OK,0.151,288,96
closer_availability_diff,-0.0208,-0.0104,0.016422,0.0,0.0625,-0.010417,0.053453,False,OK,0.006,288,96
dome_is_neutral,0.2396,0.3125,0.0,0.0,0.0625,-0.072917,0.080576,False,OK,0.02,288,96
park_factor_slug_diff,-0.0,-0.0,0.258067,0.195567,0.0625,3.1e-05,0.000118,False,OK,0.495,288,96
wind_advantage_flyball_factor,0.0101,0.0121,0.115291,0.051908,0.063383,-0.001954,0.060226,False,OK,1.095,281,95
air_density_velocity_boost,0.0169,0.0271,0.04277,0.0,0.062832,-0.010223,0.045121,False,OK,2.307,282,96
