game_pk,game_date,home_expected_runs,away_expected_runs,home_score,away_score
744867,2024-04-25,4.2318,4.46,1,2
745027,2024-04-25,4.2252,4.46,3,4
745512,2024-04-25,4.1929,4.4281,5,7
745755,2024-04-25,4.2392,4.4536,1,3
745918,2024-04-25,4.295,4.4536,6,3
746320,2024-04-25,4.2746,4.46,2,1
746564,2024-04-25,4.1929,4.4281,10,9
746646,2024-04-25,4.2318,4.4994,6,4
746724,2024-04-25,4.2031,4.4536,0,5
746887,2024-04-25,4.2888,4.4536,3,1
744949,2024-04-26,4.2645,4.4994,2,12
745025,2024-04-26,4.2355,4.46,2,1
745269,2024-04-26,4.2746,4.46,6,1
745347,2024-04-26,4.2252,4.4536,3,0
745424,2024-04-26,4.3236,4.4536,3,9
745835,2024-04-26,4.2318,4.4994,2,4
746000,2024-04-26,4.2392,4.46,7,6
746078,2024-04-26,4.2454,4.4994,1,3
746243,2024-04-26,4.2746,4.4536,3,5
746482,2024-04-26,4.2746,4.4994,0,8
746808,2024-04-26,4.1929,4.4868,9,4
746972,2024-04-26,4.2318,4.46,1,7
747050,2024-04-26,4.2871,4.4536,2,3
747129,2024-04-26,4.2888,4.4536,6,2
744946,2024-04-27,4.2645,4.46,2,4
745020,2024-04-27,4.2645,4.4281,4,8
745266,2024-04-27,4.2729,4.46,3,1
745350,2024-04-27,4.2252,4.4536,3,4
745425,2024-04-27,4.2746,4.46,1,5
745833,2024-04-27,4.2746,4.4281,4,7
745998,2024-04-27,4.2392,4.4868,3,15
746075,2024-04-27,4.2252,4.4868,4,11
746245,2024-04-27,4.2746,4.4536,5,16
746484,2024-04-27,4.2746,4.4994,6,5
746560,2024-04-27,4.2849,4.4281,4,12
746803,2024-04-27,4.2746,4.4281,8,7
746971,2024-04-27,4.2746,4.4281,17,0
747052,2024-04-27,4.2786,4.4536,7,0
747131,2024-04-27,4.2871,4.4994,2,4
744947,2024-04-28,4.2645,4.46,3,1
745022,2024-04-28,4.2729,4.4281,4,3
745265,2024-04-28,4.2934,4.4281,2,3
745349,2024-04-28,4.1929,4.4536,3,2
745428,2024-04-28,4.1929,4.4281,6,8
745834,2024-04-28,4.2318,4.4281,4,2
746001,2024-04-28,4.2496,4.4281,5,15
746077,2024-04-28,4.2252,4.4868,9,12
746237,2024-04-28,4.1929,4.4281,5,11
746483,2024-04-28,4.2746,4.4281,4,1
