game_id,game_date,start_time_utc,home_team,away_team,home_record,away_record,home_win_prob_model,away_win_prob_model,edge_home,edge_away,sp_name_home,sp_name_away,sp_era_home,sp_k9_home,sp_era_away,sp_k9_away,venue,model_pick,home_win,home_score,away_score,total_runs,game_state,game_status_detail
20260923_WSH@DET,2026-09-23,2026-09-23 13:10:00-04:00,DET,WSH,74-84,74-84,0.5796,0.4204,0.0,0.0,Framber Valdez,Richard Lovelady,4.4319654,7.0561557,8.171053,8.171053,Comerica Park,DET,0.0,2,4,,post,Final
20260923_TOR@BAL,2026-09-23,2026-09-23 13:35:00-04:00,BAL,TOR,76-81,77-80,0.524,0.476,0.0,0.0,Chris Bassitt,Max Scherzer,4.6588235,6.9882355,5.535,6.885,Oriole Park at Camden Yards,BAL,1.0,4,2,,post,Final
20260923_MIN@SF,2026-09-23,2026-09-23 15:45:00-04:00,SF,MIN,65-93,74-84,0.5411,0.4589,0.0,0.0,Cesar Perdomo,Connor Prielipp,3.4615386,7.6153846,5.7375,9.871875,Oracle Park,SF,0.0,2,4,,post,Final
20260923_TOR@BAL_2_2,2026-09-23,2026-09-23 18:35:00-04:00,BAL,TOR,76-81,77-80,0.4851,0.5149,0.0,0.0,Trey Gibson,CJ Van Eyk,4.4470587,7.9411764,,,Oriole Park at Camden Yards,TOR,1.0,4,2,,post,Final
20260923_MIL@PHI,2026-09-23,2026-09-23 18:40:00-04:00,PHI,MIL,87-70,98-59,0.5218,0.47819999999999996,0.0,0.0,Aaron Nola,Logan Henderson,4.665227,9.62203,2.3793104,10.24138,Citizens Bank Park,PHI,0.0,1,4,,post,Final
20260923_STL@PIT,2026-09-23,2026-09-23 18:40:00-04:00,PIT,STL,80-77,76-81,0.5294,0.4706,0.0,0.0,Lake Bachar,Matthew Liberatore,4.2396693,9.595041,5.227941,9.661765,PNC Park,PIT,0.0,1,5,,post,Final
20260923_CLE@BOS,2026-09-23,2026-09-23 19:00:00-04:00,BOS,CLE,84-73,82-75,0.4631,0.5368999999999999,0.0,0.0,Sonny Gray,Foster Griffin,2.953125,8.4375,3.857143,8.405117,Fenway Park,CLE,1.0,1,0,,post,Final
20260923_TB@NYY,2026-09-23,2026-09-23 19:05:00-04:00,NYY,TB,90-67,96-61,0.5699,0.43010000000000004,0.0,0.0,Gerrit Cole,Mason Englert,3.3143713,9.458084,6.0674157,8.494382,Yankee Stadium,NYY,1.0,9,2,,post,Final
20260923_CIN@ATL,2026-09-23,2026-09-23 19:15:00-04:00,ATL,CIN,92-65,73-84,0.7193,0.28069999999999995,0.0,0.0,Chris Sale,Andrew Abbott,2.369515,11.473441,4.3587446,7.264574,Truist Park,ATL,1.0,3,2,,post,Final/10
20260923_CHW@KC,2026-09-23,2026-09-23 19:40:00-04:00,KC,CWS,67-90,81-76,0.7148,0.2852,0.0,0.0,Seth Lugo,Bryan Hudson,5.0877943,7.2847967,4.017857,8.839286,Kauffman Stadium,KC,1.0,5,4,,post,Final
20260923_MIA@CHC,2026-09-23,2026-09-23 19:40:00-04:00,CHC,MIA,87-70,77-80,0.6665,0.3335,0.0,0.0,Kevin Gausman,Ryan Gusto,4.6285715,9.422449,4.6849313,8.013699,Wrigley Field,CHC,,2,3,,in,Top 9th
20260923_NYM@TEX,2026-09-23,2026-09-23 20:05:00-04:00,TEX,NYM,78-79,72-85,0.4263,0.5737,0.0,0.0,Cody Bradford,Nolan McLean,4.2289157,5.204819,3.7674417,10.503171,Globe Life Field,NYM,,2,7,,in,Bottom 9th
20260923_ARI@COL,2026-09-23,2026-09-23 20:40:00-04:00,COL,AZ,57-100,83-74,0.1986,0.8014,0.0,0.0,Mason Adams,Merrill Kelly,3.5,11.0,4.6444955,6.3165135,Coors Field,AZ,,2,4,,in,Bottom 7th
20260923_LAA@ATH,2026-09-23,2026-09-23 21:40:00-04:00,ATH,LAA,62-95,60-97,0.5664,0.4336,0.0,0.0,Jeffrey Springs,Walbert Ureña,5.746154,7.269231,2.9244332,8.90932,Sutter Health Park,ATH,,5,0,,in,Top 3rd
20260923_HOU@SEA,2026-09-23,2026-09-23 22:00:00-04:00,SEA,HOU,73-84,78-79,0.5371,0.4629,0.0,0.0,George Kirby,Ethan Pecko,4.452431,7.8773785,5.8378377,6.5675673,T-Mobile Park,SEA,,0,0,,in,Top 2nd
20260923_SD@LAD,2026-09-23,2026-09-23 22:10:00-04:00,LAD,SD,97-60,87-70,0.6793,0.3207,0.0,0.0,Yoshinobu Yamamoto,Robbie Ray,2.6673386,9.308468,3.8310812,8.027027,Dodger Stadium,LAD,,0,0,,in,End 1st
