game_pk,game_date,kind,home_expected_runs,away_expected_runs,alpha_home,alpha_away,p_over_6_5,p_over_7_0,p_over_7_5,p_over_8_0,p_over_8_5,p_over_9_0,p_over_9_5,p_over_10_0,p_over_10_5,p_over_11_0,p_over_11_5,p_over_12_0,p_over_12_5,p_push_6_5,p_push_7_0,p_push_7_5,p_push_8_0,p_push_8_5,p_push_9_0,p_push_9_5,p_push_10_0,p_push_10_5,p_push_11_0,p_push_11_5,p_push_12_0,p_push_12_5,p_under_6_5,p_under_7_0,p_under_7_5,p_under_8_0,p_under_8_5,p_under_9_0,p_under_9_5,p_under_10_0,p_under_10_5,p_under_11_0,p_under_11_5,p_under_12_0,p_under_12_5,p_home_cover_0_5,p_home_cover_1_5,p_home_cover_2_5,p_home_cover_3_5,p_rl_1_0_home,p_rl_1_0_push,p_rl_1_0_away,p_rl_1_5_home,p_rl_1_5_push,p_rl_1_5_away,p_rl_2_0_home,p_rl_2_0_push,p_rl_2_0_away,p_rl_2_5_home,p_rl_2_5_push,p_rl_2_5_away,p_rl_3_0_home,p_rl_3_0_push,p_rl_3_0_away,p_rl_3_5_home,p_rl_3_5_push,p_rl_3_5_away,p_rl_4_0_home,p_rl_4_0_push,p_rl_4_0_away,p_home_win_derived,p_away_win_derived,home_score,away_score,total_runs,ml_win_prob,agreement_conflict
745111,2024-04-02,oof,4.4591,5.4105,0.2682,0.288,0.7359,0.6492,0.6492,0.5631,0.5631,0.478,0.478,0.4033,0.4033,0.3361,0.3361,0.2691,0.2691,0.0,0.0867,0.0,0.0861,0.0,0.0851,0.0,0.0747,0.0,0.0672,0.0,0.067,0.0,0.2641,0.2641,0.3508,0.3508,0.4369,0.4369,0.522,0.522,0.5967,0.5967,0.6639,0.6639,0.7309,0.44492,0.2948,0.2269,0.1667,0.2948,0.15012,0.55508,0.2948,0.0,0.7052,0.2269,0.0679,0.7052,0.2269,0.0,0.7731,0.1667,0.0602,0.7731,0.1667,0.0,0.8333,0.1191,0.0476,0.8333,0.44492,0.55508,5,2,7,,False
745273,2024-04-02,oof,4.4591,5.4105,0.2682,0.288,0.7279,0.641,0.641,0.5579,0.5579,0.4712,0.4712,0.3954,0.3954,0.3263,0.3263,0.2627,0.2627,0.0,0.0869,0.0,0.0831,0.0,0.0867,0.0,0.0758,0.0,0.0691,0.0,0.0636,0.0,0.2721,0.2721,0.359,0.359,0.4421,0.4421,0.5288,0.5288,0.6046,0.6046,0.6737,0.6737,0.7373,0.45317,0.2921,0.2188,0.1584,0.2921,0.16107,0.54683,0.2921,0.0,0.7079,0.2188,0.0733,0.7079,0.2188,0.0,0.7812,0.1584,0.0604,0.7812,0.1584,0.0,0.8416,0.111,0.0474,0.8416,0.45317,0.54683,2,5,7,,False
745439,2024-04-02,oof,4.4591,5.4105,0.2682,0.288,0.7353,0.6517,0.6517,0.5621,0.5621,0.4801,0.4801,0.3983,0.3983,0.3214,0.3214,0.256,0.256,0.0,0.0836,0.0,0.0896,0.0,0.082,0.0,0.0818,0.0,0.0769,0.0,0.0654,0.0,0.2647,0.2647,0.3483,0.3483,0.4379,0.4379,0.5199,0.5199,0.6017,0.6017,0.6786,0.6786,0.744,0.44657,0.2984,0.2235,0.1644,0.2984,0.14817,0.55343,0.2984,0.0,0.7016,0.2235,0.0749,0.7016,0.2235,0.0,0.7765,0.1644,0.0591,0.7765,0.1644,0.0,0.8356,0.1174,0.047,0.8356,0.44657,0.55343,2,5,7,,False
745598,2024-04-02,oof,4.4591,5.4105,0.2682,0.288,0.7309,0.6406,0.6406,0.5547,0.5547,0.4725,0.4725,0.3905,0.3905,0.3206,0.3206,0.2551,0.2551,0.0,0.0903,0.0,0.0859,0.0,0.0822,0.0,0.082,0.0,0.0699,0.0,0.0655,0.0,0.2691,0.2691,0.3594,0.3594,0.4453,0.4453,0.5275,0.5275,0.6095,0.6095,0.6794,0.6794,0.7449,0.45118,0.2974,0.2243,0.1625,0.2974,0.15378,0.54882,0.2974,0.0,0.7026,0.2243,0.0731,0.7026,0.2243,0.0,0.7757,0.1625,0.0618,0.7757,0.1625,0.0,0.8375,0.1173,0.0452,0.8375,0.45118,0.54882,9,4,13,,False
745680,2024-04-02,oof,4.4591,5.4105,0.2682,0.288,0.7324,0.6465,0.6465,0.5576,0.5576,0.4715,0.4715,0.3914,0.3914,0.3177,0.3177,0.2531,0.2531,0.0,0.0859,0.0,0.0889,0.0,0.0861,0.0,0.0801,0.0,0.0737,0.0,0.0646,0.0,0.2676,0.2676,0.3535,0.3535,0.4424,0.4424,0.5285,0.5285,0.6086,0.6086,0.6823,0.6823,0.7469,0.45143,0.2975,0.2207,0.1604,0.2975,0.15393,0.54857,0.2975,0.0,0.7025,0.2207,0.0768,0.7025,0.2207,0.0,0.7793,0.1604,0.0603,0.7793,0.1604,0.0,0.8396,0.1136,0.0468,0.8396,0.45143,0.54857,4,5,9,,False
746009,2024-04-02,oof,4.4591,5.4105,0.2682,0.288,0.7365,0.6503,0.6503,0.5653,0.5653,0.4796,0.4796,0.3986,0.3986,0.3272,0.3272,0.2614,0.2614,0.0,0.0862,0.0,0.085,0.0,0.0857,0.0,0.081,0.0,0.0714,0.0,0.0658,0.0,0.2635,0.2635,0.3497,0.3497,0.4347,0.4347,0.5204,0.5204,0.6014,0.6014,0.6728,0.6728,0.7386,0.4463,0.296,0.2238,0.1607,0.296,0.1503,0.5537,0.296,0.0,0.704,0.2238,0.0722,0.704,0.2238,0.0,0.7762,0.1607,0.0631,0.7762,0.1607,0.0,0.8393,0.1149,0.0458,0.8393,0.4463,0.5537,3,2,5,,False
746086,2024-04-02,oof,4.4591,5.4105,0.2682,0.288,0.7325,0.6489,0.6489,0.5674,0.5674,0.4778,0.4778,0.3943,0.3943,0.3218,0.3218,0.2599,0.2599,0.0,0.0836,0.0,0.0815,0.0,0.0896,0.0,0.0835,0.0,0.0725,0.0,0.0619,0.0,0.2675,0.2675,0.3511,0.3511,0.4326,0.4326,0.5222,0.5222,0.6057,0.6057,0.6782,0.6782,0.7401,0.44073,0.291,0.2189,0.1595,0.291,0.14973,0.55927,0.291,0.0,0.709,0.2189,0.0721,0.709,0.2189,0.0,0.7811,0.1595,0.0594,0.7811,0.1595,0.0,0.8405,0.1143,0.0452,0.8405,0.44073,0.55927,1,3,4,,False
746169,2024-04-02,oof,4.4591,5.4105,0.2682,0.288,0.7382,0.6505,0.6505,0.5601,0.5601,0.4765,0.4765,0.3936,0.3936,0.3229,0.3229,0.2556,0.2556,0.0,0.0877,0.0,0.0904,0.0,0.0836,0.0,0.0829,0.0,0.0707,0.0,0.0673,0.0,0.2618,0.2618,0.3495,0.3495,0.4399,0.4399,0.5235,0.5235,0.6064,0.6064,0.6771,0.6771,0.7444,0.44613,0.2902,0.2157,0.1569,0.2902,0.15593,0.55387,0.2902,0.0,0.7098,0.2157,0.0745,0.7098,0.2157,0.0,0.7843,0.1569,0.0588,0.7843,0.1569,0.0,0.8431,0.1104,0.0465,0.8431,0.44613,0.55387,5,4,9,,False
746411,2024-04-02,oof,4.4591,5.4105,0.2682,0.288,0.7395,0.6606,0.6606,0.5725,0.5725,0.4849,0.4849,0.4087,0.4087,0.337,0.337,0.2707,0.2707,0.0,0.0789,0.0,0.0881,0.0,0.0876,0.0,0.0762,0.0,0.0717,0.0,0.0663,0.0,0.2605,0.2605,0.3394,0.3394,0.4275,0.4275,0.5151,0.5151,0.5913,0.5913,0.663,0.663,0.7293,0.45189,0.2973,0.2245,0.1661,0.2973,0.15459,0.54811,0.2973,0.0,0.7027,0.2245,0.0728,0.7027,0.2245,0.0,0.7755,0.1661,0.0584,0.7755,0.1661,0.0,0.8339,0.1162,0.0499,0.8339,0.45189,0.54811,1,2,3,,False
746814,2024-04-02,oof,4.4591,5.4105,0.2682,0.288,0.7385,0.659,0.659,0.5715,0.5715,0.4866,0.4866,0.4025,0.4025,0.3307,0.3307,0.2654,0.2654,0.0,0.0795,0.0,0.0875,0.0,0.0849,0.0,0.0841,0.0,0.0718,0.0,0.0653,0.0,0.2615,0.2615,0.341,0.341,0.4285,0.4285,0.5134,0.5134,0.5975,0.5975,0.6693,0.6693,0.7346,0.44916,0.2923,0.2188,0.1618,0.2923,0.15686,0.55084,0.2923,0.0,0.7077,0.2188,0.0735,0.7077,0.2188,0.0,0.7812,0.1618,0.057,0.7812,0.1618,0.0,0.8382,0.1136,0.0482,0.8382,0.44916,0.55084,3,2,5,,False
746898,2024-04-02,oof,4.4591,5.4105,0.2682,0.288,0.7414,0.6521,0.6521,0.5697,0.5697,0.4836,0.4836,0.4049,0.4049,0.3329,0.3329,0.2684,0.2684,0.0,0.0893,0.0,0.0824,0.0,0.0861,0.0,0.0787,0.0,0.072,0.0,0.0645,0.0,0.2586,0.2586,0.3479,0.3479,0.4303,0.4303,0.5164,0.5164,0.5951,0.5951,0.6671,0.6671,0.7316,0.45122,0.2962,0.221,0.1625,0.2962,0.15502,0.54878,0.2962,0.0,0.7038,0.221,0.0752,0.7038,0.221,0.0,0.779,0.1625,0.0585,0.779,0.1625,0.0,0.8375,0.1168,0.0457,0.8375,0.45122,0.54878,12,2,14,,False
747057,2024-04-02,oof,4.4591,5.4105,0.2682,0.288,0.7366,0.6576,0.6576,0.5669,0.5669,0.4854,0.4854,0.406,0.406,0.334,0.334,0.2679,0.2679,0.0,0.079,0.0,0.0907,0.0,0.0815,0.0,0.0794,0.0,0.072,0.0,0.0661,0.0,0.2634,0.2634,0.3424,0.3424,0.4331,0.4331,0.5146,0.5146,0.594,0.594,0.666,0.666,0.7321,0.44898,0.2951,0.2227,0.1621,0.2951,0.15388,0.55102,0.2951,0.0,0.7049,0.2227,0.0724,0.7049,0.2227,0.0,0.7773,0.1621,0.0606,0.7773,0.1621,0.0,0.8379,0.1143,0.0478,0.8379,0.44898,0.55102,1,4,5,,False
747220,2024-04-02,oof,4.4591,5.4105,0.2682,0.288,0.7363,0.6523,0.6523,0.5624,0.5624,0.4756,0.4756,0.3941,0.3941,0.3232,0.3232,0.2587,0.2587,0.0,0.084,0.0,0.0899,0.0,0.0868,0.0,0.0815,0.0,0.0709,0.0,0.0645,0.0,0.2637,0.2637,0.3477,0.3477,0.4376,0.4376,0.5244,0.5244,0.6059,0.6059,0.6768,0.6768,0.7413,0.45312,0.2983,0.2233,0.162,0.2983,0.15482,0.54688,0.2983,0.0,0.7017,0.2233,0.075,0.7017,0.2233,0.0,0.7767,0.162,0.0613,0.7767,0.162,0.0,0.838,0.1126,0.0494,0.838,0.45312,0.54688,7,0,7,,False
744869,2024-04-03,oof,4.4591,5.4105,0.2682,0.288,0.7416,0.6544,0.6544,0.5631,0.5631,0.481,0.481,0.4035,0.4035,0.3318,0.3318,0.2671,0.2671,0.0,0.0872,0.0,0.0913,0.0,0.0821,0.0,0.0775,0.0,0.0717,0.0,0.0647,0.0,0.2584,0.2584,0.3456,0.3456,0.4369,0.4369,0.519,0.519,0.5965,0.5965,0.6682,0.6682,0.7329,0.44702,0.302,0.2245,0.1636,0.302,0.14502,0.55298,0.302,0.0,0.698,0.2245,0.0775,0.698,0.2245,0.0,0.7755,0.1636,0.0609,0.7755,0.1636,0.0,0.8364,0.1157,0.0479,0.8364,0.44702,0.55298,5,3,8,,False
745114,2024-04-03,oof,4.4591,5.4105,0.2682,0.288,0.7401,0.6554,0.6554,0.5716,0.5716,0.4827,0.4827,0.4011,0.4011,0.3276,0.3276,0.2611,0.2611,0.0,0.0847,0.0,0.0838,0.0,0.0889,0.0,0.0816,0.0,0.0735,0.0,0.0665,0.0,0.2599,0.2599,0.3446,0.3446,0.4284,0.4284,0.5173,0.5173,0.5989,0.5989,0.6724,0.6724,0.7389,0.44886,0.2946,0.224,0.1625,0.2946,0.15426,0.55114,0.2946,0.0,0.7054,0.224,0.0706,0.7054,0.224,0.0,0.776,0.1625,0.0615,0.776,0.1625,0.0,0.8375,0.1164,0.0461,0.8375,0.44886,0.55114,1,4,5,,False
745275,2024-04-03,oof,4.4591,5.4105,0.2682,0.288,0.7405,0.6555,0.6555,0.5683,0.5683,0.4833,0.4833,0.3984,0.3984,0.3239,0.3239,0.2596,0.2596,0.0,0.085,0.0,0.0872,0.0,0.085,0.0,0.0849,0.0,0.0745,0.0,0.0643,0.0,0.2595,0.2595,0.3445,0.3445,0.4317,0.4317,0.5167,0.5167,0.6016,0.6016,0.6761,0.6761,0.7404,0.45586,0.3025,0.228,0.1674,0.3025,0.15336,0.54414,0.3025,0.0,0.6975,0.228,0.0745,0.6975,0.228,0.0,0.772,0.1674,0.0606,0.772,0.1674,0.0,0.8326,0.1195,0.0479,0.8326,0.45586,0.54414,0,8,8,,False
