feature,current_mean,baseline_mean,psi,psi_adjusted,noise_floor,mean_shift,shift_se,location_shift,status,weight_pct,n_baseline,n_current
is_home,1.0,1.0,0.0,0.0,0.074962,0.0,0.0,False,OK,,250,79
win_pct_diff,-0.0139,-0.0,0.165465,0.090503,0.074962,-0.013903,0.014517,False,OK,,250,79
elo_diff,-16.423,-4.3975,0.090361,0.015399,0.074962,-12.025593,16.136701,False,OK,,250,79
rest_days_diff,-0.0506,0.0,0.008602,0.0,0.074962,-0.050633,0.064056,False,OK,,250,79
sp_era_diff,0.1707,-0.0175,0.162389,0.087208,0.075181,0.188121,0.403178,False,OK,,247,79
sp_era_5g_diff,0.1837,-0.0253,0.22841,0.153376,0.075034,0.209019,0.582338,False,OK,,249,79
sp_fbvelo_diff,-0.3514,-0.1878,0.109903,0.034869,0.075034,-0.163605,0.557069,False,OK,,249,79
lineup_woba_mean_diff,-0.0021,-0.0006,0.140728,0.065766,0.074962,-0.001467,0.002649,False,OK,,250,79
lineup_woba_top3_diff,0.0014,-0.0003,0.240105,0.165143,0.074962,0.001726,0.004691,False,OK,,250,79
lineup_woba_std_diff,-0.0032,-0.0,0.162673,0.087711,0.074962,-0.003154,0.002095,False,OK,,250,79
woba_30g_diff,-0.0028,-0.0018,0.05705,0.0,0.074962,-0.001033,0.004608,False,OK,,250,79
bullpen_whip_diff,0.0016,-0.0134,0.145951,0.07077,0.075181,0.015082,0.065961,False,OK,,247,79
bullpen_whip_3g_diff,-0.1315,-0.002,0.079668,0.004487,0.075181,-0.129496,0.124495,False,OK,,247,79
bullpen_pitches_diff,8.1139,4.18,0.168973,0.094011,0.074962,3.933924,14.26809,False,OK,,250,79
team_barrel_diff,-0.001,-0.0006,0.181017,0.106055,0.074962,-0.000387,0.002268,False,OK,,250,79
team_hardhit_diff,-0.0037,-0.0015,0.125693,0.050731,0.074962,-0.002276,0.009641,False,OK,,250,79
team_exitvelo_diff,-0.1492,0.0538,0.295279,0.220317,0.074962,-0.203015,0.320726,False,OK,,250,79
lineup_handedness_matchup_advantage,-0.0055,0.0014,0.207401,0.132439,0.074962,-0.006865,0.018759,False,OK,,250,79
travel_fatigue_diff,0.0,-0.148,0.03857,0.0,0.074962,0.148,0.128261,False,OK,,250,79
closer_availability_diff,0.0,0.0,0.006492,0.0,0.074962,0.0,0.062427,False,OK,,250,79
dome_is_neutral,0.3544,0.288,0.0,0.0,0.074962,0.06643,0.08915,False,OK,,250,79
park_factor_slug_diff,-0.0001,-0.0,0.167506,0.092544,0.074962,-6.5e-05,0.000167,False,OK,,250,79
wind_advantage_flyball_factor,0.0025,0.0178,0.118522,0.043341,0.075181,-0.015296,0.071653,False,OK,,247,79
air_density_velocity_boost,0.0475,0.0407,0.035785,0.0,0.075034,0.006775,0.045847,False,OK,,249,79
bullpen_meltdown_risk,11.3346,2.5488,0.314618,0.239437,0.075181,8.785849,4.827686,False,OK,,247,79
pitcher_regression_indicator,-0.1993,-1.3667,0.10033,0.025296,0.075034,1.167446,2.002392,False,OK,,249,79
lineup_depth_multiplier,0.0002,0.0002,0.124854,0.049892,0.074962,-7e-06,7.8e-05,False,OK,,250,79
ace_efficiency_factor,0.0937,0.0734,0.116043,0.041009,0.075034,0.02032,0.033237,False,OK,,249,79
home_elo,1490.813,1498.4095,0.087959,0.012997,0.074962,-7.596476,10.909351,False,OK,,250,79
away_elo,1507.2361,1502.807,0.250313,0.175351,0.074962,4.429117,11.052453,False,OK,,250,79
home_win_pct,0.4905,0.5005,0.474544,0.399582,0.074962,-0.010039,0.012168,False,OK,,250,79
away_win_pct,0.5072,0.5006,0.32603,0.251068,0.074962,0.006537,0.012146,False,OK,,250,79
sp_era_home,4.1254,4.0507,0.055449,0.0,0.075034,0.074642,0.329915,False,OK,,249,79
sp_era_away,3.9547,4.0716,0.097805,0.022698,0.075107,-0.116958,0.223323,False,OK,,248,79
sp_k9_home,8.8995,8.6719,0.22754,0.152506,0.075034,0.227655,0.348587,False,OK,,249,79
sp_k9_away,8.7704,8.6419,0.155556,0.080449,0.075107,0.128528,0.352607,False,OK,,248,79
sp_xwoba_home,0.3084,0.3091,0.156531,0.081497,0.075034,-0.000719,0.008107,False,OK,,249,79
sp_xwoba_away,0.3089,0.3119,0.086958,0.011996,0.074962,-0.002986,0.008365,False,OK,,250,79
lineup_woba_mean_home,0.3437,0.3435,0.096916,0.021954,0.074962,0.00023,0.001962,False,OK,,250,79
lineup_woba_mean_away,0.3459,0.3442,0.184302,0.10934,0.074962,0.001697,0.001884,False,OK,,250,79
lineup_woba_top3_home,0.3603,0.3548,0.244424,0.169462,0.074962,0.005492,0.003279,False,OK,,250,79
lineup_woba_top3_away,0.3589,0.3551,0.258797,0.183835,0.074962,0.003766,0.0031,False,OK,,250,79
woba_30g_home,0.3019,0.2997,0.177551,0.102589,0.074962,0.002269,0.002956,False,OK,,250,79
woba_30g_away,0.3047,0.3014,0.363773,0.288811,0.074962,0.003301,0.003055,False,OK,,250,79
bullpen_whip_10g_home,1.358,1.3251,0.06042,0.0,0.075107,0.032917,0.046845,False,OK,,248,79
bullpen_whip_10g_away,1.3563,1.338,0.140904,0.06587,0.075034,0.018351,0.042921,False,OK,,249,79
bullpen_whip_3g_home,1.3581,1.3476,0.059272,0.0,0.075107,0.01045,0.074626,False,OK,,248,79
bullpen_whip_3g_away,1.4896,1.3486,0.190137,0.115103,0.075034,0.141024,0.093321,False,OK,,249,79
team_barrel_15g_home,0.0243,0.0232,0.110336,0.035374,0.074962,0.001012,0.001565,False,OK,,250,79
team_barrel_15g_away,0.0253,0.0239,0.300983,0.226021,0.074962,0.001399,0.001564,False,OK,,250,79
