rank,team,team_name,elo,wins,losses,record,pct,run_diff,l10,home_pct,away_pct
1,LAD,LAD,1571.1,308,202,308-202,0.604,0,7-3,0.642,0.566
2,MIL,MIL,1553.6,289,200,289-200,0.591,0,7-3,0.625,0.556
3,NYY,NYY,1550.7,287,210,287-210,0.577,0,7-3,0.577,0.578
4,PHI,PHI,1548.9,278,207,278-207,0.573,0,5-5,0.627,0.52
5,SD,SD,1532.4,272,215,272-215,0.559,0,9-1,0.606,0.512
6,CHC,CHC,1531.0,264,221,264-221,0.544,0,4-6,0.584,0.504
7,CLE,CLE,1522.9,263,226,263-226,0.538,0,6-4,0.552,0.523
8,BOS,BOS,1519.8,254,226,254-226,0.529,0,5-5,0.523,0.535
9,ATL,ATL,1518.6,254,225,254-225,0.53,0,4-6,0.567,0.494
10,HOU,HOU,1517.1,252,226,252-226,0.527,0,4-6,0.541,0.513
11,AZ,AZ,1516.9,249,228,249-228,0.522,0,5-5,0.542,0.502
12,TB,TB,1513.1,250,226,250-226,0.525,0,8-2,0.567,0.483
13,SEA,SEA,1512.9,252,237,252-237,0.515,0,5-5,0.588,0.443
14,TOR,TOR,1512.8,254,241,254-241,0.513,0,4-6,0.552,0.473
15,DET,DET,1508.1,253,239,253-239,0.514,0,7-3,0.539,0.49
16,BAL,BAL,1505.8,241,238,241-238,0.503,0,6-4,0.498,0.508
17,NYM,NYM,1504.8,248,242,248-242,0.506,0,4-6,0.539,0.473
18,STL,STL,1497.4,236,241,236-241,0.495,0,4-6,0.521,0.468
19,KC,KC,1496.2,238,245,238-245,0.493,0,4-6,0.531,0.455
20,CIN,CIN,1493.1,231,248,231-248,0.482,0,2-8,0.504,0.46
21,TEX,TEX,1493.0,235,242,235-242,0.493,0,6-4,0.565,0.421
22,PIT,PIT,1483.8,223,254,223-254,0.468,0,6-4,0.515,0.421
23,SF,SF,1482.0,225,252,225-252,0.472,0,5-5,0.506,0.438
24,MIN,MIN,1478.1,223,254,223-254,0.468,0,3-7,0.504,0.43
25,MIA,MIA,1472.0,217,260,217-260,0.455,0,5-5,0.471,0.439
26,ATH,ATH,1464.0,206,271,206-271,0.432,0,4-6,0.435,0.429
27,WSH,WSH,1463.1,208,269,208-269,0.436,0,4-6,0.446,0.426
28,LAA,LAA,1440.0,194,283,194-283,0.407,0,5-5,0.433,0.38
29,CWS,CWS,1414.4,179,298,179-298,0.375,0,3-7,0.422,0.329
30,COL,COL,1402.6,160,317,160-317,0.335,0,1-9,0.392,0.279
