feature,window,n_games,n_nonnull,pct_nonnull,n_measured,pct_measured,n_default_zero,status
is_home,current,92,92,100.0,92,100.0,0,OK
win_pct_diff,current,92,92,100.0,92,100.0,0,OK
elo_diff,current,92,92,100.0,92,100.0,0,OK
rest_days_diff,current,92,92,100.0,92,100.0,0,OK
sp_era_diff,current,92,90,97.8,90,97.8,0,OK
sp_era_5g_diff,current,92,90,97.8,90,97.8,0,OK
sp_k9_diff,current,92,90,97.8,90,97.8,0,OK
sp_k9_5g_diff,current,92,90,97.8,90,97.8,0,OK
sp_fbvelo_diff,current,92,89,96.7,89,96.7,0,OK
sp_fbpct_diff,current,92,90,97.8,90,97.8,0,OK
sp_whiff_diff,current,92,90,97.8,90,97.8,0,OK
sp_xwoba_diff,current,92,90,97.8,90,97.8,0,OK
sp_xwoba_vs_l_diff,current,92,90,97.8,90,97.8,0,OK
lineup_woba_mean_diff,current,92,92,100.0,92,100.0,0,OK
lineup_woba_top3_diff,current,92,92,100.0,92,100.0,0,OK
lineup_woba_std_diff,current,92,92,100.0,92,100.0,0,OK
woba_30g_diff,current,92,92,100.0,92,100.0,0,OK
bullpen_whip_diff,current,92,91,98.9,91,98.9,0,OK
bullpen_whip_3g_diff,current,92,91,98.9,91,98.9,0,OK
bullpen_pitches_diff,current,92,92,100.0,92,100.0,0,OK
team_barrel_diff,current,92,92,100.0,92,100.0,0,OK
team_hardhit_diff,current,92,92,100.0,92,100.0,0,OK
team_exitvelo_diff,current,92,92,100.0,92,100.0,0,OK
lineup_handedness_matchup_advantage,current,92,92,100.0,92,100.0,0,OK
travel_fatigue_diff,current,92,92,100.0,92,100.0,0,OK
closer_availability_diff,current,92,92,100.0,92,100.0,0,OK
dome_is_neutral,current,92,92,100.0,92,100.0,0,OK
park_factor_slug_diff,current,92,92,100.0,92,100.0,0,OK
wind_advantage_flyball_factor,current,92,90,97.8,70,76.1,20,LOW_COVERAGE
air_density_velocity_boost,current,92,89,96.7,89,96.7,0,OK
bullpen_meltdown_risk,current,92,91,98.9,91,98.9,0,OK
pitcher_regression_indicator,current,92,89,96.7,89,96.7,0,OK
lineup_depth_multiplier,current,92,92,100.0,92,100.0,0,OK
ace_efficiency_factor,current,92,90,97.8,90,97.8,0,OK
home_elo,current,92,92,100.0,92,100.0,0,OK
away_elo,current,92,92,100.0,92,100.0,0,OK
home_win_pct,current,92,92,100.0,92,100.0,0,OK
away_win_pct,current,92,92,100.0,92,100.0,0,OK
sp_era_home,current,92,91,98.9,91,98.9,0,OK
sp_era_away,current,92,91,98.9,91,98.9,0,OK
