feature,window,n_games,n_nonnull,pct_nonnull,n_measured,pct_measured,n_default_zero,status
is_home,current,109,109,100.0,109,100.0,0,OK
win_pct_diff,current,109,109,100.0,109,100.0,0,OK
elo_diff,current,109,109,100.0,109,100.0,0,OK
rest_days_diff,current,109,109,100.0,109,100.0,0,OK
sp_era_diff,current,109,105,96.3,105,96.3,0,OK
sp_era_5g_diff,current,109,105,96.3,105,96.3,0,OK
sp_k9_diff,current,109,105,96.3,105,96.3,0,OK
sp_k9_5g_diff,current,109,105,96.3,105,96.3,0,OK
sp_fbvelo_diff,current,109,104,95.4,104,95.4,0,OK
sp_fbpct_diff,current,109,105,96.3,105,96.3,0,OK
sp_whiff_diff,current,109,105,96.3,105,96.3,0,OK
sp_xwoba_diff,current,109,105,96.3,105,96.3,0,OK
sp_xwoba_vs_l_diff,current,109,105,96.3,105,96.3,0,OK
lineup_woba_mean_diff,current,109,109,100.0,109,100.0,0,OK
lineup_woba_top3_diff,current,109,109,100.0,109,100.0,0,OK
lineup_woba_std_diff,current,109,109,100.0,109,100.0,0,OK
woba_30g_diff,current,109,109,100.0,109,100.0,0,OK
bullpen_whip_diff,current,109,109,100.0,109,100.0,0,OK
bullpen_whip_3g_diff,current,109,109,100.0,109,100.0,0,OK
bullpen_pitches_diff,current,109,109,100.0,109,100.0,0,OK
team_barrel_diff,current,109,109,100.0,109,100.0,0,OK
team_hardhit_diff,current,109,109,100.0,109,100.0,0,OK
team_exitvelo_diff,current,109,109,100.0,109,100.0,0,OK
lineup_handedness_matchup_advantage,current,109,109,100.0,109,100.0,0,OK
travel_fatigue_diff,current,109,109,100.0,109,100.0,0,OK
closer_availability_diff,current,109,109,100.0,109,100.0,0,OK
dome_is_neutral,current,109,109,100.0,109,100.0,0,OK
park_factor_slug_diff,current,109,109,100.0,109,100.0,0,OK
wind_advantage_flyball_factor,current,109,105,96.3,74,67.9,31,LOW_COVERAGE
air_density_velocity_boost,current,109,104,95.4,104,95.4,0,OK
bullpen_meltdown_risk,current,109,109,100.0,109,100.0,0,OK
pitcher_regression_indicator,current,109,104,95.4,104,95.4,0,OK
lineup_depth_multiplier,current,109,109,100.0,109,100.0,0,OK
ace_efficiency_factor,current,109,105,96.3,105,96.3,0,OK
home_elo,current,109,109,100.0,109,100.0,0,OK
away_elo,current,109,109,100.0,109,100.0,0,OK
home_win_pct,current,109,109,100.0,109,100.0,0,OK
away_win_pct,current,109,109,100.0,109,100.0,0,OK
sp_era_home,current,109,107,98.2,107,98.2,0,OK
sp_era_away,current,109,107,98.2,107,98.2,0,OK
sp_k9_home,current,109,107,98.2,107,98.2,0,OK
sp_k9_away,current,109,107,98.2,107,98.2,0,OK
sp_xwoba_home,current,109,107,98.2,107,98.2,0,OK
sp_xwoba_away,current,109,107,98.2,107,98.2,0,OK
lineup_woba_mean_home,current,109,109,100.0,109,100.0,0,OK
lineup_woba_mean_away,current,109,109,100.0,109,100.0,0,OK
lineup_woba_top3_home,current,109,109,100.0,109,100.0,0,OK
lineup_woba_top3_away,current,109,109,100.0,109,100.0,0,OK
woba_30g_home,current,109,109,100.0,109,100.0,0,OK
woba_30g_away,current,109,109,100.0,109,100.0,0,OK
bullpen_whip_10g_home,current,109,109,100.0,109,100.0,0,OK
bullpen_whip_10g_away,current,109,109,100.0,109,100.0,0,OK
bullpen_whip_3g_home,current,109,109,100.0,109,100.0,0,OK
bullpen_whip_3g_away,current,109,109,100.0,109,100.0,0,OK
team_barrel_15g_home,current,109,109,100.0,109,100.0,0,OK
team_barrel_15g_away,current,109,109,100.0,109,100.0,0,OK
team_exitvelo_15g_home,current,109,109,100.0,109,100.0,0,OK
team_exitvelo_15g_away,current,109,109,100.0,109,100.0,0,OK
lineup_actual_woba_delta_home,current,109,0,0.0,0,0.0,0,STARVED
lineup_actual_woba_delta_away,current,109,0,0.0,0,0.0,0,STARVED
lineup_actual_top3_delta_home,current,109,0,0.0,0,0.0,0,STARVED
lineup_actual_top3_delta_away,current,109,0,0.0,0,0.0,0,STARVED
lineup_rest_count_home,current,109,0,0.0,0,0.0,0,STARVED
lineup_rest_count_away,current,109,0,0.0,0,0.0,0,STARVED
is_home,baseline,327,327,100.0,327,100.0,0,OK
win_pct_diff,baseline,327,327,100.0,327,100.0,0,OK
elo_diff,baseline,327,327,100.0,327,100.0,0,OK
rest_days_diff,baseline,327,327,100.0,327,100.0,0,OK
sp_era_diff,baseline,327,318,97.2,318,97.2,0,OK
sp_era_5g_diff,baseline,327,322,98.5,322,98.5,0,OK
sp_k9_diff,baseline,327,318,97.2,318,97.2,0,OK
sp_k9_5g_diff,baseline,327,322,98.5,322,98.5,0,OK
sp_fbvelo_diff,baseline,327,322,98.5,322,98.5,0,OK
sp_fbpct_diff,baseline,327,322,98.5,322,98.5,0,OK
sp_whiff_diff,baseline,327,322,98.5,322,98.5,0,OK
sp_xwoba_diff,baseline,327,322,98.5,322,98.5,0,OK
sp_xwoba_vs_l_diff,baseline,327,318,97.2,318,97.2,0,OK
lineup_woba_mean_diff,baseline,327,327,100.0,327,100.0,0,OK
lineup_woba_top3_diff,baseline,327,327,100.0,327,100.0,0,OK
lineup_woba_std_diff,baseline,327,327,100.0,327,100.0,0,OK
woba_30g_diff,baseline,327,327,100.0,327,100.0,0,OK
bullpen_whip_diff,baseline,327,321,98.2,321,98.2,0,OK
bullpen_whip_3g_diff,baseline,327,321,98.2,321,98.2,0,OK
bullpen_pitches_diff,baseline,327,327,100.0,327,100.0,0,OK
team_barrel_diff,baseline,327,327,100.0,327,100.0,0,OK
team_hardhit_diff,baseline,327,327,100.0,327,100.0,0,OK
team_exitvelo_diff,baseline,327,327,100.0,327,100.0,0,OK
lineup_handedness_matchup_advantage,baseline,327,327,100.0,327,100.0,0,OK
travel_fatigue_diff,baseline,327,327,100.0,327,100.0,0,OK
closer_availability_diff,baseline,327,327,100.0,327,100.0,0,OK
dome_is_neutral,baseline,327,327,100.0,327,100.0,0,OK
park_factor_slug_diff,baseline,327,327,100.0,327,100.0,0,OK
wind_advantage_flyball_factor,baseline,327,318,97.2,263,80.4,55,OK
air_density_velocity_boost,baseline,327,322,98.5,322,98.5,0,OK
bullpen_meltdown_risk,baseline,327,321,98.2,321,98.2,0,OK
pitcher_regression_indicator,baseline,327,322,98.5,322,98.5,0,OK
lineup_depth_multiplier,baseline,327,327,100.0,327,100.0,0,OK
ace_efficiency_factor,baseline,327,322,98.5,322,98.5,0,OK
home_elo,baseline,327,327,100.0,327,100.0,0,OK
away_elo,baseline,327,327,100.0,327,100.0,0,OK
home_win_pct,baseline,327,327,100.0,327,100.0,0,OK
away_win_pct,baseline,327,327,100.0,327,100.0,0,OK
sp_era_home,baseline,327,323,98.8,323,98.8,0,OK
sp_era_away,baseline,327,322,98.5,322,98.5,0,OK
sp_k9_home,baseline,327,323,98.8,323,98.8,0,OK
sp_k9_away,baseline,327,322,98.5,322,98.5,0,OK
sp_xwoba_home,baseline,327,324,99.1,324,99.1,0,OK
sp_xwoba_away,baseline,327,325,99.4,325,99.4,0,OK
lineup_woba_mean_home,baseline,327,327,100.0,327,100.0,0,OK
lineup_woba_mean_away,baseline,327,327,100.0,327,100.0,0,OK
lineup_woba_top3_home,baseline,327,327,100.0,327,100.0,0,OK
lineup_woba_top3_away,baseline,327,327,100.0,327,100.0,0,OK
woba_30g_home,baseline,327,327,100.0,327,100.0,0,OK
woba_30g_away,baseline,327,327,100.0,327,100.0,0,OK
bullpen_whip_10g_home,baseline,327,326,99.7,326,99.7,0,OK
bullpen_whip_10g_away,baseline,327,322,98.5,322,98.5,0,OK
bullpen_whip_3g_home,baseline,327,326,99.7,326,99.7,0,OK
bullpen_whip_3g_away,baseline,327,322,98.5,322,98.5,0,OK
team_barrel_15g_home,baseline,327,327,100.0,327,100.0,0,OK
team_barrel_15g_away,baseline,327,327,100.0,327,100.0,0,OK
team_exitvelo_15g_home,baseline,327,327,100.0,327,100.0,0,OK
team_exitvelo_15g_away,baseline,327,327,100.0,327,100.0,0,OK
lineup_actual_woba_delta_home,baseline,327,0,0.0,0,0.0,0,STARVED
lineup_actual_woba_delta_away,baseline,327,0,0.0,0,0.0,0,STARVED
lineup_actual_top3_delta_home,baseline,327,0,0.0,0,0.0,0,STARVED
lineup_actual_top3_delta_away,baseline,327,0,0.0,0,0.0,0,STARVED
lineup_rest_count_home,baseline,327,0,0.0,0,0.0,0,STARVED
lineup_rest_count_away,baseline,327,0,0.0,0,0.0,0,STARVED
